video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_filename,shape_id,shape_name,points,frames,annotation_id,created_at,attributes
36921,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1332.72,710.46]]",[503.03025],36930,"2025-03-24 10:45:38","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36922,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1683.62,687.03]]",[503.03025],36931,"2025-03-24 10:45:39","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36923,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1563.75,764.71]]",[503.03025],36932,"2025-03-24 10:45:44","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36924,469,"mucus undeterminable","VME species mucus production > mucus undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1530.94,743.28]]",[503.03025],36933,"2025-03-24 10:45:47","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36925,468,"polyps undeterminable","VME coral species polyp behaviour > polyps undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1530.27,778.1]]",[503.03025],36934,"2025-03-24 10:45:50","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36926,565,G-undeterminable,"Health indicators Gorgonians > G-undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1503.48,760.69]]",[503.03025],36935,"2025-03-24 10:45:53","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36927,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1469.33,698.41]]",[503.03025],36936,"2025-03-24 10:45:59","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36928,469,"mucus undeterminable","VME species mucus production > mucus undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1463.97,679.66]]",[503.03025],36937,"2025-03-24 10:46:02","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36929,468,"polyps undeterminable","VME coral species polyp behaviour > polyps undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1459.96,657.56]]",[503.03025],36938,"2025-03-24 10:46:05","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36930,565,G-undeterminable,"Health indicators Gorgonians > G-undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1439.87,652.2]]",[503.03025],36939,"2025-03-24 10:46:12","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36931,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1297.9,845.73]]",[503.03025],36940,"2025-03-24 10:46:17","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36932,469,"mucus undeterminable","VME species mucus production > mucus undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1265.09,855.11]]",[503.03025],36941,"2025-03-24 10:46:20","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36933,468,"polyps undeterminable","VME coral species polyp behaviour > polyps undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1230.94,859.12]]",[503.03025],36942,"2025-03-24 10:46:24","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36934,565,G-undeterminable,"Health indicators Gorgonians > G-undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1280.49,822.96]]",[503.03025],36943,"2025-03-24 10:46:27","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36935,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1003.93,838.37]]",[503.03025],36944,"2025-03-24 10:46:32","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36936,469,"mucus undeterminable","VME species mucus production > mucus undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1001.92,854.44]]",[503.03025],36945,"2025-03-24 10:46:34","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36937,468,"polyps undeterminable","VME coral species polyp behaviour > polyps undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[975.8,850.42]]",[503.03025],36946,"2025-03-24 10:46:43","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36938,565,G-undeterminable,"Health indicators Gorgonians > G-undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[985.18,813.59]]",[503.03025],36947,"2025-03-24 10:46:46","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36939,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[847.23,806.89]]",[503.03025],36948,"2025-03-24 10:46:51","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
