id,datetime,depth,heading,lon,lat,videotime
336,07/01/2021 09:42:17,282.4,184,5.27141333,8.00138833,00:11:14
337,07/01/2021 09:42:19,282.2,184,5.27141833,8.00138733,00:11:16
338,07/01/2021 09:42:21,282.1,189,5.27142067,8.00138883,00:11:17
339,07/01/2021 09:42:23,281.7,189,5.27142067,8.001389,00:11:19
340,07/01/2021 09:42:25,281.7,189,5.27141233,8.00138517,00:11:21
341,07/01/2021 09:42:27,281.7,194,5.27141217,8.00138267,00:11:23
342,07/01/2021 09:42:29,281.7,196,5.27141667,8.00138133,00:11:25
343,07/01/2021 09:42:31,281.6,196,5.27142,8.00137917,00:11:27
344,07/01/2021 09:42:33,281.4,199,5.27142417,8.00137483,00:11:29
345,07/01/2021 09:42:35,281.1,200,5.2714205,8.00137433,00:11:30
346,07/01/2021 09:42:37,281.1,208,5.27142233,8.00137217,00:11:32
347,07/01/2021 09:42:39,281.1,209,5.27142233,8.00136867,00:11:36
348,07/01/2021 09:42:41,281.1,214,5.2714205,8.00137067,00:11:38
349,07/01/2021 09:42:43,280.8,212,5.27142317,8.00137117,00:11:40
350,07/01/2021 09:42:45,280.8,214,5.2714295,8.00137433,00:11:42
351,07/01/2021 09:42:47,280.7,215,5.27143233,8.00137667,00:11:43
352,07/01/2021 09:42:49,280.8,212,5.27143167,8.00137833,00:11:45
353,07/01/2021 09:42:51,281,213,5.2714335,8.00137883,00:11:47
354,07/01/2021 09:42:53,281.1,214,5.2714275,8.0013795,00:11:49
355,07/01/2021 09:42:55,281.1,219,5.27142267,8.0013775,00:11:51
356,07/01/2021 09:42:57,281.3,222,5.27142583,8.00137433,00:11:53
357,07/01/2021 09:42:59,281.4,224,5.271435,8.00137133,00:11:55
358,07/01/2021 09:43:01,281.4,226,5.27143383,8.00137117,00:11:56
359,07/01/2021 09:43:03,281.3,228,5.2714385,8.00136767,00:12:00
360,07/01/2021 09:43:05,281.4,232,5.27144583,8.00136333,00:12:02
361,07/01/2021 09:43:07,281.4,234,5.27144717,8.0013625,00:12:04
