...1,Sperre_LOG_DATETIME,Sperre_Depth,Sperre_Heading,Survey_ROV_LON,Survey_ROV_LAT,Survey_LOG_RELTIME,synchronized_time_in_video
1309,2021-01-07T10:14:43Z,139.1,231,5.27129783,8.000691,00:43:39,00:43:35
1310,2021-01-07T10:14:45Z,138.8,231,5.271292,8.00068667,00:43:41,00:43:37
1311,2021-01-07T10:14:47Z,138.7,232,5.27128717,8.00068133,00:43:43,00:43:39
1312,2021-01-07T10:14:49Z,138.4,232,5.27128133,8.00067767,00:43:45,00:43:41
1313,2021-01-07T10:14:51Z,138.2,231,5.27127617,8.00067517,00:43:47,00:43:43
1314,2021-01-07T10:14:53Z,137.9,226,5.271275,8.00067433,00:43:49,00:43:45
1315,2021-01-07T10:14:55Z,137.6,224,5.27127167,8.00067083,00:43:50,00:43:46
1316,2021-01-07T10:14:57Z,137.3,223,5.27127033,8.000663,00:43:54,00:43:50
1317,2021-01-07T10:14:59Z,137.2,221,5.2712595,8.00065733,00:43:56,00:43:52
1318,2021-01-07T10:15:01Z,137,219,5.27125283,8.00065033,00:43:58,00:43:54
1319,2021-01-07T10:15:03Z,136.8,219,5.2712435,8.000644,NA,NA
1320,2021-01-07T10:15:05Z,136.5,221,5.271234,8.00063767,00:44:02,00:43:58
1321,2021-01-07T10:15:07Z,136.3,220,5.27122533,8.00063183,00:44:03,00:43:59
1322,2021-01-07T10:15:09Z,136.1,218,5.27122283,8.000628,00:44:05,00:44:01
1323,2021-01-07T10:15:11Z,135.8,218,5.27122483,8.00062417,00:44:07,00:44:03
1324,2021-01-07T10:15:13Z,135.7,217,5.27123,8.00062083,00:44:09,00:44:05
1325,2021-01-07T10:15:15Z,135.6,218,5.27123583,8.00061867,00:44:11,00:44:07
1326,2021-01-07T10:15:17Z,135.7,209,5.27123733,8.00061733,00:44:13,00:44:09
1327,2021-01-07T10:15:19Z,135.8,202,5.271228,8.000613,00:44:15,00:44:11
1328,2021-01-07T10:15:21Z,135.8,198,5.2712205,8.0006075,00:44:16,00:44:12
1329,2021-01-07T10:15:23Z,135.6,205,5.271231,8.00059617,00:44:20,00:44:16
1330,2021-01-07T10:15:25Z,135.5,202,5.27124117,8.000589,00:44:22,00:44:18
1331,2021-01-07T10:15:27Z,135.5,198,5.27125183,8.00058017,00:44:24,00:44:20
1332,2021-01-07T10:15:29Z,135.5,201,5.2712635,8.00057333,00:44:26,00:44:22
1333,2021-01-07T10:15:31Z,135.4,193,5.2712755,8.000567,00:44:28,00:44:24
1334,2021-01-07T10:15:33Z,135.3,197,5.27127933,8.00056017,00:44:29,00:44:25
1335,2021-01-07T10:15:35Z,135.2,192,5.27129067,8.00055433,00:44:31,00:44:27
1336,2021-01-07T10:15:37Z,135.2,191,5.27129567,8.00054533,00:44:33,00:44:29
1337,2021-01-07T10:15:39Z,135.2,185,5.271306,8.00053867,00:44:35,00:44:31
1338,2021-01-07T10:15:41Z,135.4,188,5.2713135,8.00053217,00:44:37,00:44:33
1339,2021-01-07T10:15:43Z,135.6,183,5.27131883,8.00052433,00:44:39,00:44:35
1340,2021-01-07T10:15:45Z,135.8,189,5.27132533,8.00051817,00:44:41,00:44:37
1341,2021-01-07T10:15:47Z,135.7,190,5.27133583,8.00051417,00:44:42,00:44:38
1342,2021-01-07T10:15:49Z,135.5,201,5.271359,8.00050267,00:44:46,00:44:42
1343,2021-01-07T10:15:51Z,135.3,197,5.2713735,8.0004965,00:44:48,00:44:44
1344,2021-01-07T10:15:53Z,135.2,200,5.27139017,8.0004905,00:44:50,00:44:46
1345,2021-01-07T10:15:55Z,135.2,205,5.27139933,8.00048467,00:44:52,00:44:48
1346,2021-01-07T10:15:57Z,135,207,5.27140983,8.00047917,00:44:54,00:44:50
1347,2021-01-07T10:15:59Z,134.8,204,5.27141417,8.00047133,00:44:55,00:44:51
1348,2021-01-07T10:16:01Z,134.8,204,5.27141667,8.00046417,00:44:57,00:44:53
1349,2021-01-07T10:16:03Z,134.6,203,5.27141217,8.00045517,00:44:59,00:44:55
1350,2021-01-07T10:16:05Z,134.5,204,5.271405,8.00044817,00:45:01,00:44:57
1351,2021-01-07T10:16:07Z,134.4,202,5.27139733,8.00044,00:45:03,00:44:59
1352,2021-01-07T10:16:09Z,134.4,203,5.27139217,8.00043117,00:45:05,00:45:01
1353,2021-01-07T10:16:11Z,134.2,206,5.27138817,8.0004235,00:45:06,00:45:02
1354,2021-01-07T10:16:13Z,134.1,207,5.27138667,8.00041633,00:45:08,00:45:04
1355,2021-01-07T10:16:15Z,133.8,208,5.2713955,8.00040267,00:45:12,00:45:08
1356,2021-01-07T10:16:17Z,133.6,209,5.27139983,8.0003965,00:45:14,00:45:10
1357,2021-01-07T10:16:19Z,133.2,210,5.27140183,8.00039183,00:45:16,00:45:12
1358,2021-01-07T10:16:21Z,132.9,210,5.27140217,8.000388,00:45:18,00:45:14
1359,2021-01-07T10:16:23Z,132.6,212,5.27140133,8.000383,00:45:19,00:45:15
1360,2021-01-07T10:16:25Z,132.3,212,5.2713965,8.0003785,00:45:21,00:45:17
1361,2021-01-07T10:16:27Z,131.8,213,5.27139133,8.00037467,00:45:23,00:45:19
1362,2021-01-07T10:16:29Z,131.5,210,5.27138717,8.00037217,00:45:25,00:45:21
1363,2021-01-07T10:16:31Z,131,214,5.27138367,8.000369,00:45:27,00:45:23
1364,2021-01-07T10:16:33Z,130.6,213,5.27137683,8.00036517,00:45:29,00:45:25
1365,2021-01-07T10:16:35Z,130.1,215,5.27137217,8.00036183,00:45:31,00:45:27
1366,2021-01-07T10:16:37Z,129.8,211,5.27136083,8.0003565,00:45:32,00:45:28
1367,2021-01-07T10:16:39Z,129.6,211,5.27134967,8.00034883,00:45:36,00:45:32
1368,2021-01-07T10:16:41Z,129.4,206,5.271341,8.0003435,00:45:38,00:45:34
1369,2021-01-07T10:16:43Z,129,200,5.271335,8.00033867,00:45:40,00:45:36
1370,2021-01-07T10:16:45Z,128.7,198,5.27133483,8.00033517,00:45:42,00:45:38
1371,2021-01-07T10:16:47Z,128.4,197,5.27133517,8.000331,00:45:44,00:45:40
1372,2021-01-07T10:16:49Z,128.2,192,5.27133333,8.00032567,00:45:45,00:45:41
1373,2021-01-07T10:16:51Z,128.1,190,5.27133567,8.0003205,00:45:47,00:45:43
1374,2021-01-07T10:16:53Z,127.9,192,5.27134017,8.00031417,00:45:49,00:45:45
1375,2021-01-07T10:16:55Z,127.9,189,5.27134017,8.00031417,00:45:49,00:45:45
1376,2021-01-07T10:16:57Z,127.9,193,5.27134017,8.00031417,00:45:49,00:45:45
1377,2021-01-07T10:16:59Z,127.9,192,5.2713475,8.00030783,00:45:56,00:45:52
1378,2021-01-07T10:17:01Z,127.9,197,5.27138033,8.000289,00:45:57,00:45:53
1379,2021-01-07T10:17:03Z,127.8,200,5.271394,8.00028267,00:45:59,00:45:55
1380,2021-01-07T10:17:05Z,127.7,200,5.2714005,8.00027633,00:46:01,00:45:57
1381,2021-01-07T10:17:07Z,127.8,196,5.27140367,8.0002695,00:46:02,00:45:58
1382,2021-01-07T10:17:09Z,127.7,196,5.27141883,8.000261,00:46:06,00:46:02
1383,2021-01-07T10:17:11Z,127.7,203,5.27142183,8.00025683,00:46:08,00:46:04
1384,2021-01-07T10:17:13Z,127.7,204,5.27142333,8.00025117,00:46:10,00:46:06
1385,2021-01-07T10:17:15Z,127.7,202,5.271428,8.00024533,00:46:12,00:46:08
1386,2021-01-07T10:17:17Z,127.6,202,5.27142733,8.0002385,00:46:14,00:46:10
1387,2021-01-07T10:17:19Z,127.5,207,5.27142783,8.000231,00:46:15,00:46:11
1388,2021-01-07T10:17:21Z,127.4,203,5.271427,8.000223,00:46:17,00:46:13
1389,2021-01-07T10:17:23Z,127.1,206,5.27142833,8.0002175,00:46:19,00:46:15
1390,2021-01-07T10:17:25Z,127.1,204,5.27143133,8.00021167,00:46:21,00:46:17
1391,2021-01-07T10:17:27Z,126.8,204,5.27143267,8.00020683,00:46:23,00:46:19
1392,2021-01-07T10:17:29Z,126.8,198,5.27143,8.00019967,00:46:25,00:46:21
1393,2021-01-07T10:17:31Z,126.5,196,5.27143033,8.00019283,00:46:27,00:46:23
1394,2021-01-07T10:17:33Z,126.2,197,5.27143167,8.00018583,00:46:28,00:46:24
1395,2021-01-07T10:17:35Z,126,202,5.271444,8.00017983,00:46:32,00:46:28
1396,2021-01-07T10:17:37Z,125.5,203,5.27144983,8.00018,00:46:34,00:46:30
1397,2021-01-07T10:17:39Z,125.1,205,5.27145567,8.00017883,00:46:36,00:46:32
1398,2021-01-07T10:17:41Z,124.8,202,5.271456,8.00017667,00:46:38,00:46:34
1399,2021-01-07T10:17:43Z,124.4,202,5.271452,8.00017267,00:46:40,00:46:36
1400,2021-01-07T10:17:45Z,124,204,5.27144733,8.000167,00:46:41,00:46:37
1401,2021-01-07T10:17:47Z,123.5,208,5.27144433,8.00016217,00:46:43,00:46:39
1402,2021-01-07T10:17:49Z,123.1,207,5.271441,8.00015733,00:46:45,00:46:41
1403,2021-01-07T10:17:51Z,122.6,207,5.27143417,8.0001535,00:46:47,00:46:43
1404,2021-01-07T10:17:53Z,122.2,206,5.27142617,8.00015017,00:46:49,00:46:45
1405,2021-01-07T10:17:55Z,121.9,207,5.271416,8.00014633,00:46:51,00:46:47
1406,2021-01-07T10:17:57Z,121.5,208,5.27141383,8.00014367,00:46:53,00:46:49
1407,2021-01-07T10:17:59Z,121.2,209,5.2714095,8.00013867,00:46:54,00:46:50
1408,2021-01-07T10:18:01Z,120.8,208,5.27140117,8.00013183,00:46:58,00:46:54
1409,2021-01-07T10:18:03Z,120.4,207,5.27139783,8.000129,NA,NA
1410,2021-01-07T10:18:05Z,120.3,208,5.2713985,8.00012767,00:47:02,00:46:58
1411,2021-01-07T10:18:07Z,120.1,211,5.27139667,8.00012583,00:47:04,00:47:00
1412,2021-01-07T10:18:09Z,119.9,210,5.27139167,8.00012367,00:47:06,00:47:02
1413,2021-01-07T10:18:11Z,119.6,210,5.27138517,8.0001215,00:47:07,00:47:03
1414,2021-01-07T10:18:13Z,119.6,211,5.27138133,8.00011917,00:47:09,00:47:05
1415,2021-01-07T10:18:15Z,119.4,207,5.27137883,8.000117,00:47:11,00:47:07
1416,2021-01-07T10:18:17Z,119.3,208,5.27137567,8.00011583,00:47:13,00:47:09
1417,2021-01-07T10:18:19Z,119,206,5.27137017,8.00011383,00:47:15,00:47:11
1418,2021-01-07T10:18:21Z,118.8,208,5.27136783,8.00011283,00:47:17,00:47:13
1419,2021-01-07T10:18:23Z,118.4,210,5.27136367,8.00010983,00:47:18,00:47:14
1420,2021-01-07T10:18:25Z,118,211,5.271359,8.00010683,00:47:20,00:47:16
1421,2021-01-07T10:18:27Z,117.7,211,5.2713535,8.000102,00:47:24,00:47:20
1422,2021-01-07T10:18:29Z,117.4,211,5.27135333,8.0000996700000009,00:47:26,00:47:22
1423,2021-01-07T10:18:31Z,117.4,210,5.27135183,8.0000985,00:47:28,00:47:24
1424,2021-01-07T10:18:33Z,117.2,205,5.27134933,8.00009683,00:47:30,00:47:26
1425,2021-01-07T10:18:35Z,117,203,5.27135033,8.00009567,00:47:31,00:47:27
1426,2021-01-07T10:18:37Z,116.7,201,5.2713485,8.0000945,00:47:33,00:47:29
1427,2021-01-07T10:18:39Z,116.7,202,5.27134167,8.0000925,00:47:35,00:47:31
1428,2021-01-07T10:18:41Z,116.5,207,5.27133717,8.00008983,00:47:37,00:47:33
1429,2021-01-07T10:18:43Z,116.4,207,5.27133467,8.000087,00:47:39,00:47:35
1430,2021-01-07T10:18:45Z,116.1,209,5.27132633,8.00008267,00:47:41,00:47:37
1431,2021-01-07T10:18:47Z,115.8,211,5.27132217,8.00008033,00:47:43,00:47:39
1432,2021-01-07T10:18:49Z,115.5,211,5.2713145,8.00007867,00:47:44,00:47:40
1433,2021-01-07T10:18:51Z,115.3,211,5.27130183,8.000075,00:47:48,00:47:44
1434,2021-01-07T10:18:53Z,115.2,212,5.271291,8.000072,00:47:50,00:47:46
1435,2021-01-07T10:18:55Z,115.1,210,5.27128267,8.00006967,00:47:52,00:47:48
1436,2021-01-07T10:18:57Z,114.8,208,5.27127217,8.00006817,00:47:54,00:47:50
1437,2021-01-07T10:18:59Z,114.9,207,5.271264,8.00006917,00:47:56,00:47:52
1438,2021-01-07T10:19:01Z,114.7,209,5.27125983,8.00007017,00:47:57,00:47:53
1439,2021-01-07T10:19:03Z,114.4,215,5.271254,8.0000695,00:47:59,00:47:55
1440,2021-01-07T10:19:05Z,114.1,222,5.2712515,8.00006933,00:48:01,00:47:57
1441,2021-01-07T10:19:07Z,113.9,228,5.27124717,8.00006717,00:48:03,00:47:59
1442,2021-01-07T10:19:09Z,113.5,231,5.27124067,8.0000635,00:48:05,00:48:01
1443,2021-01-07T10:19:11Z,113.4,232,5.271231,8.00005967,00:48:07,00:48:03
1444,2021-01-07T10:19:13Z,113.3,229,5.27122133,8.00005817,00:48:09,00:48:05
1445,2021-01-07T10:19:15Z,113.2,225,5.27121567,8.00005817,00:48:10,00:48:06
1446,2021-01-07T10:19:17Z,113.2,229,5.27119783,8.00005933,00:48:14,00:48:10
1447,2021-01-07T10:19:19Z,113,227,5.271194,8.0000595,00:48:16,00:48:12
1448,2021-01-07T10:19:21Z,112.9,231,5.2711945,8.00006,00:48:18,00:48:14
1449,2021-01-07T10:19:23Z,112.9,234,5.271188,8.00005917,00:48:20,00:48:16
1450,2021-01-07T10:19:25Z,113.1,238,5.27117733,8.00005917,00:48:22,00:48:18
1451,2021-01-07T10:19:27Z,113.2,237,5.27116583,8.00005917,00:48:23,00:48:19
1452,2021-01-07T10:19:29Z,113.2,233,5.2711535,8.00005883,00:48:25,00:48:21
1453,2021-01-07T10:19:31Z,113.2,229,5.271138,8.00006,00:48:27,00:48:23
1454,2021-01-07T10:19:33Z,113.2,227,5.27112517,8.00006133,00:48:29,00:48:25
1455,2021-01-07T10:19:35Z,113.2,226,5.271112,8.00006217,00:48:31,00:48:27
1456,2021-01-07T10:19:37Z,113.3,217,5.27109917,8.00006367,00:48:33,00:48:29
1457,2021-01-07T10:19:39Z,113.4,218,5.27108517,8.00006417,00:48:34,00:48:30
1458,2021-01-07T10:19:41Z,113.3,221,5.27107217,8.000065,00:48:36,00:48:32
1459,2021-01-07T10:19:43Z,113.2,221,5.271052,8.00006417,00:48:40,00:48:36
1460,2021-01-07T10:19:45Z,113.5,227,5.27104467,8.00006383,00:48:42,00:48:38
1461,2021-01-07T10:19:47Z,113.5,228,5.27104033,8.000064,00:48:44,00:48:40
1462,2021-01-07T10:19:49Z,113.5,230,5.27103283,8.00006433,00:48:46,00:48:42
1463,2021-01-07T10:19:51Z,113.5,226,5.271026,8.000064,00:48:47,00:48:43
1464,2021-01-07T10:19:53Z,113.5,228,5.27100917,8.0000625,00:48:49,00:48:45
1465,2021-01-07T10:19:55Z,113.6,230,5.27099433,8.00006017,00:48:51,00:48:47
1466,2021-01-07T10:19:57Z,113.7,226,5.27099433,8.00006017,00:48:51,00:48:47
1467,2021-01-07T10:19:59Z,113.6,225,5.27094917,8.00005933,00:48:56,00:48:52
1468,2021-01-07T10:20:01Z,113.6,224,5.27093283,8.00005933,00:48:58,00:48:54
1469,2021-01-07T10:20:03Z,113.5,224,5.270917,8.0000575,NA,NA
1470,2021-01-07T10:20:05Z,113.5,226,5.27089917,8.00005683,00:49:02,00:48:58
1471,2021-01-07T10:20:07Z,113.4,232,5.2708855,8.00005633,00:49:03,00:48:59
1472,2021-01-07T10:20:09Z,113.5,235,5.27087717,8.00005733,00:49:05,00:49:01
1473,2021-01-07T10:20:11Z,113.3,237,5.2708695,8.00005733,00:49:07,00:49:03
1474,2021-01-07T10:20:13Z,113.3,234,5.27086583,8.0000565,00:49:09,00:49:05
1475,2021-01-07T10:20:15Z,113.1,218,5.27085933,8.00005467,00:49:11,00:49:07
1476,2021-01-07T10:20:17Z,112.9,214,5.2708565,8.00005517,00:49:13,00:49:09
1477,2021-01-07T10:20:19Z,112.6,206,5.270859,8.00005333,00:49:15,00:49:11
1478,2021-01-07T10:20:21Z,112.4,205,5.27085917,8.00004783,00:49:16,00:49:12
1479,2021-01-07T10:20:23Z,112.2,205,5.27087117,8.00003833,00:49:20,00:49:16
1480,2021-01-07T10:20:25Z,111.9,207,5.270876,8.00003483,00:49:22,00:49:18
1481,2021-01-07T10:20:27Z,111.6,208,5.27088367,8.00003017,00:49:24,00:49:20
1482,2021-01-07T10:20:29Z,111.2,204,5.2708945,8.00002733,00:49:26,00:49:22
1483,2021-01-07T10:20:31Z,110.7,203,5.27089917,8.0000255,00:49:28,00:49:24
1484,2021-01-07T10:20:33Z,110.1,199,5.27090167,8.00002533,00:49:29,00:49:25
1485,2021-01-07T10:20:35Z,109.8,193,5.2709035,8.00002467,00:49:31,00:49:27
1486,2021-01-07T10:20:37Z,109.4,190,5.2709075,8.00002317,00:49:33,00:49:29
1487,2021-01-07T10:20:39Z,109.2,188,5.27091367,8.00002017,00:49:35,00:49:31
1488,2021-01-07T10:20:41Z,109,192,5.27092317,8.000015,00:49:37,00:49:33
1489,2021-01-07T10:20:43Z,108.9,194,5.27093583,8.00000933,00:49:39,00:49:35
1490,2021-01-07T10:20:45Z,108.8,195,5.27094767,8.00000467,00:49:41,00:49:37
1491,2021-01-07T10:20:47Z,108.8,191,5.27096267,8.00000117,00:49:42,00:49:38
1492,2021-01-07T10:20:49Z,108.6,200,5.27099617,7.99999133,00:49:46,00:49:42
1493,2021-01-07T10:20:51Z,108.5,197,5.27101233,7.99998717,00:49:48,00:49:44
1494,2021-01-07T10:20:53Z,108.3,203,5.27102733,7.9999825,00:49:50,00:49:46
1495,2021-01-07T10:20:55Z,108.1,199,5.27104033,7.99997717,00:49:52,00:49:48
1496,2021-01-07T10:20:57Z,108,201,5.2710485,7.99997117,00:49:53,00:49:49
1497,2021-01-07T10:20:59Z,107.8,199,5.27105617,7.999965,00:49:55,00:49:51
1498,2021-01-07T10:21:01Z,107.7,195,5.271061,7.9999605,00:49:57,00:49:53
1499,2021-01-07T10:21:03Z,107.5,193,5.27106233,7.9999555,00:49:59,00:49:55
1500,2021-01-07T10:21:05Z,107.2,187,5.271066,7.99995117,00:50:01,00:49:57
1501,2021-01-07T10:21:07Z,107.1,184,5.27107117,7.99994583,00:50:03,00:49:59
1502,2021-01-07T10:21:09Z,106.8,190,5.27107683,7.9999415,00:50:05,00:50:01
1503,2021-01-07T10:21:11Z,106.7,189,5.27108133,7.99993617,00:50:06,00:50:02
1504,2021-01-07T10:21:13Z,106.5,187,5.27109117,7.9999255,00:50:10,00:50:06
1505,2021-01-07T10:21:15Z,106.4,187,5.27110067,7.999921,00:50:12,00:50:08
1506,2021-01-07T10:21:17Z,106.3,190,5.27110833,7.99991617,00:50:14,00:50:10
1507,2021-01-07T10:21:19Z,106.2,188,5.27111517,7.99991233,00:50:16,00:50:12
1508,2021-01-07T10:21:21Z,106.1,187,5.27111717,7.99990867,00:50:18,00:50:14
1509,2021-01-07T10:21:23Z,106,186,5.2711205,7.99990433,00:50:19,00:50:15
1510,2021-01-07T10:21:25Z,106,178,5.271122,7.99989917,00:50:21,00:50:17
1511,2021-01-07T10:21:27Z,106,177,5.27112517,7.999894,00:50:23,00:50:19
1512,2021-01-07T10:21:29Z,106,177,5.27112667,7.999888,00:50:25,00:50:21
1513,2021-01-07T10:21:31Z,105.9,167,5.271127,7.99988317,00:50:27,00:50:23
1514,2021-01-07T10:21:33Z,105.9,168,5.27113117,7.99987833,00:50:29,00:50:25
1515,2021-01-07T10:21:35Z,105.9,158,5.2711405,7.99987333,00:50:31,00:50:27
1516,2021-01-07T10:21:37Z,106.2,149,5.271148,7.99986833,00:50:32,00:50:28
1517,2021-01-07T10:21:39Z,106.5,146,5.2711715,7.99985867,00:50:36,00:50:32
1518,2021-01-07T10:21:41Z,106.8,143,5.27118683,7.99985283,00:50:38,00:50:34
1519,2021-01-07T10:21:43Z,107,138,5.27120733,7.9998465,00:50:40,00:50:36
1520,2021-01-07T10:21:45Z,107.2,132,5.27122833,7.9998405,00:50:42,00:50:38
1521,2021-01-07T10:21:47Z,107.5,149,5.27125167,7.9998345,00:50:44,00:50:40
1522,2021-01-07T10:21:49Z,107.7,141,5.27127683,7.999829,00:50:45,00:50:41
1523,2021-01-07T10:21:51Z,108,126,5.2713005,7.9998245,00:50:47,00:50:43
1524,2021-01-07T10:21:53Z,108.2,135,5.2713005,7.9998245,00:50:47,00:50:43
1525,2021-01-07T10:21:55Z,108.4,135,5.2713485,7.99982717,00:50:51,00:50:47
1526,2021-01-07T10:21:57Z,108.4,136,5.271371,7.99982333,00:50:53,00:50:49
1527,2021-01-07T10:21:59Z,108.6,136,5.27139267,7.99982183,00:50:55,00:50:51
1528,2021-01-07T10:22:01Z,108.7,138,5.27141433,7.99982033,00:50:57,00:50:53
1529,2021-01-07T10:22:03Z,108.8,138,5.27143483,7.9998195,00:50:58,00:50:54
1530,2021-01-07T10:22:05Z,108.8,137,5.27148517,7.99981983,00:51:02,00:50:58
1531,2021-01-07T10:22:07Z,108.8,145,5.27151267,7.99981817,00:51:04,00:51:00
1532,2021-01-07T10:22:09Z,108.8,153,5.271542,7.9998165,00:51:06,00:51:02
1533,2021-01-07T10:22:11Z,108.8,164,5.271568,7.99981367,00:51:08,00:51:04
1534,2021-01-07T10:22:13Z,108.7,169,5.27159217,7.9998105,00:51:09,00:51:05
1535,2021-01-07T10:22:15Z,108.5,170,5.27161467,7.999808,00:51:11,00:51:07
1536,2021-01-07T10:22:17Z,108.4,172,5.27163433,7.99980517,00:51:13,00:51:09
1537,2021-01-07T10:22:19Z,108.4,175,5.27165367,7.99980217,00:51:15,00:51:11
1538,2021-01-07T10:22:21Z,108.4,169,5.271669,7.999798,00:51:17,00:51:13
1539,2021-01-07T10:22:23Z,108.2,168,5.2716885,7.99979417,00:51:19,00:51:15
1540,2021-01-07T10:22:25Z,108.1,175,5.2717065,7.9997905,00:51:21,00:51:17
1541,2021-01-07T10:22:27Z,108.1,179,5.27172283,7.99978533,00:51:22,00:51:18
1542,2021-01-07T10:22:29Z,108,181,5.271747,7.99977367,00:51:26,00:51:22
1543,2021-01-07T10:22:31Z,107.9,178,5.27175167,7.99976667,00:51:28,00:51:24
1544,2021-01-07T10:22:33Z,107.7,176,5.27175667,7.99976117,00:51:30,00:51:26
1545,2021-01-07T10:22:35Z,107.5,176,5.27175983,7.99975417,00:51:32,00:51:28
1546,2021-01-07T10:22:37Z,107.3,176,5.27176517,7.9997475,00:51:34,00:51:30
1547,2021-01-07T10:22:39Z,107.1,175,5.271773,7.99974083,00:51:35,00:51:31
1548,2021-01-07T10:22:41Z,106.8,175,5.2717825,7.99973567,00:51:37,00:51:33
1549,2021-01-07T10:22:43Z,106.5,176,5.27179133,7.99973033,00:51:39,00:51:35
1550,2021-01-07T10:22:45Z,106.4,176,5.27180167,7.99972467,00:51:41,00:51:37
1551,2021-01-07T10:22:47Z,106.4,178,5.27180883,7.9997195,00:51:43,00:51:39
1552,2021-01-07T10:22:49Z,106.3,180,5.27181967,7.99971533,00:51:45,00:51:41
1553,2021-01-07T10:22:51Z,106.1,180,5.2718265,7.99970983,00:51:47,00:51:43
1554,2021-01-07T10:22:53Z,105.9,182,5.271833,7.99970483,00:51:48,00:51:44
1555,2021-01-07T10:22:55Z,105.7,183,5.27184517,7.99969533,00:51:52,00:51:48
1556,2021-01-07T10:22:57Z,105.5,185,5.27184967,7.9996915,00:51:54,00:51:50
1557,2021-01-07T10:22:59Z,105.2,185,5.27184967,7.9996915,00:51:54,00:51:50
1558,2021-01-07T10:23:01Z,105,185,5.27184967,7.9996915,00:51:54,00:51:50
1559,2021-01-07T10:23:03Z,104.7,186,5.2718485,7.99968433,00:51:59,00:51:55
1560,2021-01-07T10:23:05Z,104.8,183,5.27184783,7.99968167,00:52:01,00:51:57
1561,2021-01-07T10:23:07Z,104.7,185,5.2718455,7.99967783,00:52:03,00:51:59
1562,2021-01-07T10:23:09Z,104.5,182,5.2718485,7.9996745,00:52:04,00:52:00
1563,2021-01-07T10:23:11Z,104.4,180,5.27184983,7.999667,00:52:08,00:52:04
1564,2021-01-07T10:23:13Z,104.4,171,5.27185567,7.9996625,00:52:10,00:52:06
1565,2021-01-07T10:23:15Z,104.5,169,5.271863,7.99965867,00:52:12,00:52:08
1566,2021-01-07T10:23:17Z,104.5,170,5.271869,7.99965333,00:52:14,00:52:10
1567,2021-01-07T10:23:19Z,104.4,167,5.27187183,7.99964917,00:52:16,00:52:12
1568,2021-01-07T10:23:21Z,104.2,163,5.2718763300000004,7.9996445,00:52:17,00:52:13
1569,2021-01-07T10:23:23Z,104.2,163,5.27188117,7.99963967,00:52:19,00:52:15
1570,2021-01-07T10:23:25Z,104.2,155,5.27189017,7.999637,00:52:21,00:52:17
1571,2021-01-07T10:23:27Z,104.2,148,5.27189333,7.99963283,00:52:23,00:52:19
1572,2021-01-07T10:23:29Z,104.5,148,5.27190033,7.999629,00:52:25,00:52:21
1573,2021-01-07T10:23:31Z,104.7,133,5.27190933,7.99962433,00:52:27,00:52:23
1574,2021-01-07T10:23:34Z,105,134,5.27192167,7.9996195,00:52:28,00:52:24
1575,2021-01-07T10:23:35Z,105.1,131,5.271954,7.99961367,00:52:32,00:52:28
1576,2021-01-07T10:23:37Z,105.2,126,5.27197233,7.99961217,00:52:34,00:52:30
1577,2021-01-07T10:23:39Z,105.2,122,5.27198967,7.999613,00:52:36,00:52:32
1578,2021-01-07T10:23:41Z,105.3,126,5.27200517,7.99961333,00:52:38,00:52:34
1579,2021-01-07T10:23:43Z,105.5,123,5.27201667,7.99961417,00:52:40,00:52:36
1580,2021-01-07T10:23:45Z,105.8,119,5.2720285,7.9996175,00:52:41,00:52:37
1581,2021-01-07T10:23:47Z,106.1,116,5.272045,7.99961833,00:52:43,00:52:39
1582,2021-01-07T10:23:49Z,106.2,114,5.27206817,7.99961833,00:52:45,00:52:41
1583,2021-01-07T10:23:52Z,106.4,115,5.272089,7.99961833,00:52:47,00:52:43
1584,2021-01-07T10:23:53Z,106.5,125,5.272107,7.99961967,00:52:49,00:52:45
1585,2021-01-07T10:23:55Z,106.8,120,5.2721255,7.999621,00:52:51,00:52:47
1586,2021-01-07T10:23:57Z,107.1,123,5.27214417,7.99962467,00:52:53,00:52:49
1587,2021-01-07T10:23:59Z,107.4,122,5.27215867,7.999628,00:52:54,00:52:50
1588,2021-01-07T10:24:01Z,107.6,118,5.2721905,7.999633,00:52:58,00:52:54
1589,2021-01-07T10:24:03Z,107.8,127,5.27220017,7.99963783,NA,NA
1590,2021-01-07T10:24:05Z,108.1,131,5.272206,7.99963917,00:53:02,00:52:58
1591,2021-01-07T10:24:08Z,108.2,134,5.27221467,7.9996435,00:53:04,00:53:00
1592,2021-01-07T10:24:09Z,108.3,148,5.2722285,7.99964717,00:53:06,00:53:02
1593,2021-01-07T10:24:11Z,108.4,156,5.27223883,7.99964933,00:53:07,00:53:03
1594,2021-01-07T10:24:13Z,108.4,163,5.272254,7.99964867,00:53:09,00:53:05
1595,2021-01-07T10:24:15Z,108.4,182,5.27226967,7.99964917,00:53:11,00:53:07
1596,2021-01-07T10:24:17Z,108.4,203,5.27228583,7.99965183,00:53:13,00:53:09
1597,2021-01-07T10:24:20Z,108.3,224,5.27230067,7.99964883,00:53:15,00:53:11
1598,2021-01-07T10:24:21Z,108.2,241,5.27231717,7.99964483,00:53:17,00:53:13
1599,2021-01-07T10:24:23Z,108.1,252,5.27232683,7.99963667,00:53:18,00:53:14
1600,2021-01-07T10:24:25Z,108.3,259,5.2723355,7.99962067,00:53:22,00:53:18
1601,2021-01-07T10:24:27Z,108.4,252,5.27233767,7.99961617,00:53:24,00:53:20
