...1,Sperre_LOG_DATETIME,Sperre_Depth,Sperre_Heading,Survey_ROV_LON,Survey_ROV_LAT,Survey_LOG_RELTIME,synchronized_time_in_video
300,2021-01-07T09:41:05Z,285,192,5.27137783,8.00138033,00:10:01,00:09:57
301,2021-01-07T09:41:07Z,285,195,5.271374,8.00138083,00:10:03,00:09:59
302,2021-01-07T09:41:09Z,285,193,5.27137367,8.001381,00:10:05,00:10:01
303,2021-01-07T09:41:11Z,284.8,196,5.27137683,8.00138333,00:10:07,00:10:03
304,2021-01-07T09:41:13Z,284.9,200,5.27138033,8.00138417,00:10:09,00:10:05
305,2021-01-07T09:41:15Z,285.3,200,5.27137767,8.00138383,00:10:11,00:10:07
306,2021-01-07T09:41:17Z,285.6,203,5.2713835,8.00138217,00:10:13,00:10:09
307,2021-01-07T09:41:19Z,285.7,203,5.27138667,8.00137967,00:10:14,00:10:10
308,2021-01-07T09:41:21Z,285.9,204,5.2713865,8.001376,00:10:16,00:10:12
309,2021-01-07T09:41:23Z,286,202,5.27138783,8.00136683,00:10:20,00:10:16
310,2021-01-07T09:41:25Z,286,202,5.27139217,8.0013655,00:10:22,00:10:18
311,2021-01-07T09:41:27Z,286.1,204,5.27139917,8.001365,00:10:24,00:10:20
312,2021-01-07T09:41:29Z,286.3,202,5.2713975,8.0013675,00:10:26,00:10:22
313,2021-01-07T09:41:31Z,286.2,201,5.27138933,8.00136283,00:10:27,00:10:23
314,2021-01-07T09:41:33Z,286.3,201,5.27139267,8.00135783,00:10:29,00:10:25
315,2021-01-07T09:41:35Z,286.3,203,5.271397,8.00135933,00:10:31,00:10:27
316,2021-01-07T09:41:37Z,286.3,202,5.271404,8.00136333,00:10:33,00:10:29
317,2021-01-07T09:41:39Z,286.3,200,5.27141583,8.0013645,00:10:35,00:10:31
318,2021-01-07T09:41:41Z,286.3,201,5.27141567,8.00136333,00:10:37,00:10:33
319,2021-01-07T09:41:43Z,286.3,201,5.2714095,8.00136333,00:10:39,00:10:35
320,2021-01-07T09:41:45Z,285.9,200,5.27140717,8.00136433,00:10:40,00:10:36
321,2021-01-07T09:41:47Z,285.7,197,5.27139717,8.00136083,00:10:44,00:10:40
322,2021-01-07T09:41:49Z,285.5,193,5.271395,8.00135933,00:10:46,00:10:42
323,2021-01-07T09:41:51Z,285.3,193,5.2713855,8.001358,00:10:48,00:10:44
324,2021-01-07T09:41:53Z,285.3,194,5.271383,8.00136267,00:10:50,00:10:46
325,2021-01-07T09:41:55Z,285.1,197,5.27137833,8.001366,00:10:52,00:10:48
326,2021-01-07T09:41:57Z,284.8,197,5.27137283,8.00136717,00:10:53,00:10:49
327,2021-01-07T09:41:59Z,284.6,198,5.2713695,8.00137017,00:10:55,00:10:51
328,2021-01-07T09:42:01Z,284.5,194,5.2713645,8.00137633,00:10:57,00:10:53
329,2021-01-07T09:42:03Z,284.4,195,5.27135783,8.00138167,00:10:59,00:10:55
330,2021-01-07T09:42:05Z,284.2,192,5.27135583,8.00138583,00:11:01,00:10:57
331,2021-01-07T09:42:07Z,283.9,186,5.27136817,8.0013845,00:11:03,00:10:59
332,2021-01-07T09:42:09Z,283.9,180,5.27137917,8.00138317,00:11:04,00:11:00
333,2021-01-07T09:42:11Z,283.4,176,5.271393,8.00138267,00:11:06,00:11:02
334,2021-01-07T09:42:13Z,283.2,177,5.2714085,8.00138783,00:11:10,00:11:06
335,2021-01-07T09:42:15Z,282.7,179,5.27141533,8.00138933,00:11:12,00:11:08
336,2021-01-07T09:42:17Z,282.4,184,5.27141333,8.00138833,00:11:14,00:11:10
337,2021-01-07T09:42:19Z,282.2,184,5.27141833,8.00138733,00:11:16,00:11:12
338,2021-01-07T09:42:21Z,282.1,189,5.27142067,8.00138883,00:11:17,00:11:13
339,2021-01-07T09:42:23Z,281.7,189,5.27142067,8.001389,00:11:19,00:11:15
340,2021-01-07T09:42:25Z,281.7,189,5.27141233,8.00138517,00:11:21,00:11:17
341,2021-01-07T09:42:27Z,281.7,194,5.27141217,8.00138267,00:11:23,00:11:19
342,2021-01-07T09:42:29Z,281.7,196,5.27141667,8.00138133,00:11:25,00:11:21
343,2021-01-07T09:42:31Z,281.6,196,5.27142,8.00137917,00:11:27,00:11:23
344,2021-01-07T09:42:33Z,281.4,199,5.27142417,8.00137483,00:11:29,00:11:25
345,2021-01-07T09:42:35Z,281.1,200,5.2714205,8.00137433,00:11:30,00:11:26
346,2021-01-07T09:42:37Z,281.1,208,5.27142233,8.00137217,00:11:32,00:11:28
347,2021-01-07T09:42:39Z,281.1,209,5.27142233,8.00136867,00:11:36,00:11:32
348,2021-01-07T09:42:41Z,281.1,214,5.2714205,8.00137067,00:11:38,00:11:34
349,2021-01-07T09:42:43Z,280.8,212,5.27142317,8.00137117,00:11:40,00:11:36
350,2021-01-07T09:42:45Z,280.8,214,5.2714295,8.00137433,00:11:42,00:11:38
351,2021-01-07T09:42:47Z,280.7,215,5.27143233,8.00137667,00:11:43,00:11:39
352,2021-01-07T09:42:49Z,280.8,212,5.27143167,8.00137833,00:11:45,00:11:41
353,2021-01-07T09:42:51Z,281,213,5.2714335,8.00137883,00:11:47,00:11:43
354,2021-01-07T09:42:53Z,281.1,214,5.2714275,8.0013795,00:11:49,00:11:45
355,2021-01-07T09:42:55Z,281.1,219,5.27142267,8.0013775,00:11:51,00:11:47
356,2021-01-07T09:42:57Z,281.3,222,5.27142583,8.00137433,00:11:53,00:11:49
357,2021-01-07T09:42:59Z,281.4,224,5.271435,8.00137133,00:11:55,00:11:51
358,2021-01-07T09:43:01Z,281.4,226,5.27143383,8.00137117,00:11:56,00:11:52
359,2021-01-07T09:43:03Z,281.3,228,5.2714385,8.00136767,00:12:00,00:11:56
360,2021-01-07T09:43:05Z,281.4,232,5.27144583,8.00136333,00:12:02,00:11:58
361,2021-01-07T09:43:07Z,281.4,234,5.27144717,8.0013625,00:12:04,00:12:00
362,2021-01-07T09:43:09Z,281.4,238,5.27144383,8.001361,00:12:06,00:12:02
363,2021-01-07T09:43:11Z,281.6,233,5.27145067,8.00135517,00:12:07,00:12:03
364,2021-01-07T09:43:13Z,281.7,232,5.27145517,8.001353,00:12:09,00:12:05
365,2021-01-07T09:43:15Z,281.7,230,5.27145317,8.0013505,00:12:11,00:12:07
366,2021-01-07T09:43:17Z,281.8,228,5.27145617,8.001351,00:12:13,00:12:09
367,2021-01-07T09:43:19Z,281.9,227,5.271454,8.00135017,00:12:15,00:12:11
368,2021-01-07T09:43:21Z,282,227,5.27144617,8.00134967,00:12:17,00:12:13
369,2021-01-07T09:43:23Z,282.1,225,5.27143733,8.00135217,00:12:19,00:12:15
370,2021-01-07T09:43:25Z,282.1,226,5.27142467,8.00135083,00:12:20,00:12:16
371,2021-01-07T09:43:27Z,282.2,223,5.27141733,8.00135167,00:12:22,00:12:18
372,2021-01-07T09:43:29Z,282.1,221,5.2714175,8.00135317,00:12:26,00:12:22
373,2021-01-07T09:43:31Z,281.9,217,5.27142383,8.001354,00:12:28,00:12:24
374,2021-01-07T09:43:33Z,281.7,211,5.27142183,8.00135567,00:12:30,00:12:26
375,2021-01-07T09:43:35Z,281.4,205,5.27141733,8.00135533,00:12:32,00:12:28
376,2021-01-07T09:43:37Z,281.4,205,5.2714155,8.00135567,00:12:33,00:12:29
377,2021-01-07T09:43:39Z,281.4,202,5.271415,8.00135433,00:12:35,00:12:31
378,2021-01-07T09:43:41Z,281.3,206,5.271416,8.00135417,00:12:37,00:12:33
379,2021-01-07T09:43:43Z,281.1,207,5.27141883,8.0013535,00:12:39,00:12:35
380,2021-01-07T09:43:45Z,280.9,210,5.2714225,8.00135417,00:12:41,00:12:37
381,2021-01-07T09:43:47Z,280.8,209,5.27142167,8.0013545,00:12:43,00:12:39
382,2021-01-07T09:43:49Z,280.5,210,5.27142933,8.00135183,00:12:45,00:12:41
383,2021-01-07T09:43:51Z,280.5,206,5.2714385,8.00135333,00:12:46,00:12:42
384,2021-01-07T09:43:53Z,280.4,204,5.27144,8.00134967,00:12:50,00:12:46
385,2021-01-07T09:43:55Z,280.1,205,5.27143633,8.00134883,00:12:52,00:12:48
386,2021-01-07T09:43:57Z,280.1,203,5.27143317,8.0013505,00:12:54,00:12:50
387,2021-01-07T09:43:59Z,280,206,5.2714305,8.00134917,00:12:56,00:12:52
388,2021-01-07T09:44:01Z,279.8,203,5.27143633,8.00135183,00:12:57,00:12:53
389,2021-01-07T09:44:03Z,279.7,202,5.27143517,8.0013505,00:12:59,00:12:55
390,2021-01-07T09:44:05Z,279.6,197,5.27142817,8.00134983,00:13:01,00:12:57
391,2021-01-07T09:44:07Z,279.4,198,5.271432,8.00134583,00:13:03,00:12:59
392,2021-01-07T09:44:09Z,279.4,204,5.27143383,8.00134767,00:13:05,00:13:01
393,2021-01-07T09:44:11Z,279.1,210,5.27143067,8.00135033,00:13:07,00:13:03
394,2021-01-07T09:44:13Z,279,211,5.27143383,8.00134817,00:13:09,00:13:05
395,2021-01-07T09:44:15Z,278.8,213,5.271433,8.00135,00:13:10,00:13:06
396,2021-01-07T09:44:17Z,278.6,213,5.2714375,8.0013475,00:13:12,00:13:08
397,2021-01-07T09:44:19Z,278.4,212,5.2714535,8.00134333,00:13:16,00:13:12
398,2021-01-07T09:44:21Z,278,214,5.27146,8.0013435,00:13:18,00:13:14
399,2021-01-07T09:44:23Z,277.8,214,5.27146817,8.00134417,00:13:20,00:13:16
400,2021-01-07T09:44:25Z,277.7,210,5.27147033,8.001349,00:13:22,00:13:18
401,2021-01-07T09:44:27Z,277.5,204,5.27146617,8.00134967,00:13:23,00:13:19
402,2021-01-07T09:44:29Z,277.3,204,5.27147133,8.00134783,00:13:25,00:13:21
403,2021-01-07T09:44:31Z,277.2,210,5.27148417,8.00134933,00:13:27,00:13:23
404,2021-01-07T09:44:33Z,276.9,214,5.27149483,8.00135167,00:13:29,00:13:25
405,2021-01-07T09:44:35Z,276.7,221,5.2715055,8.00135283,00:13:31,00:13:27
406,2021-01-07T09:44:37Z,276.6,234,5.27150383,8.001352,00:13:33,00:13:29
407,2021-01-07T09:44:39Z,276.4,233,5.27151533,8.00135517,00:13:35,00:13:31
408,2021-01-07T09:44:41Z,276.4,236,5.27151983,8.00135567,00:13:36,00:13:32
409,2021-01-07T09:44:43Z,276.2,238,5.271521,8.00134733,00:13:40,00:13:36
410,2021-01-07T09:44:45Z,276.1,245,5.27152267,8.00134167,00:13:42,00:13:38
411,2021-01-07T09:44:47Z,275.9,247,5.27152317,8.00133667,00:13:44,00:13:40
412,2021-01-07T09:44:49Z,275.7,248,5.27152017,8.00133683,00:13:46,00:13:42
413,2021-01-07T09:44:51Z,275.7,246,5.27152133,8.00133733,00:13:48,00:13:44
414,2021-01-07T09:44:53Z,275.6,243,5.27152617,8.00134067,00:13:49,00:13:45
415,2021-01-07T09:44:55Z,275.5,238,5.27152817,8.00134117,00:13:51,00:13:47
416,2021-01-07T09:44:57Z,275.3,233,5.2715155,8.00134317,00:13:53,00:13:49
417,2021-01-07T09:44:59Z,275,234,5.271503,8.0013455,00:13:55,00:13:51
418,2021-01-07T09:45:01Z,274.6,235,5.271495,8.0013495,00:13:57,00:13:53
419,2021-01-07T09:45:03Z,274.5,236,5.271488,8.00134983,00:13:59,00:13:55
420,2021-01-07T09:45:05Z,274.3,237,5.2714855,8.00135333,00:14:00,00:13:56
421,2021-01-07T09:45:07Z,274.2,236,5.27148417,8.00135083,00:14:02,00:13:58
422,2021-01-07T09:45:09Z,274.2,239,5.27148417,8.00135433,00:14:06,00:14:02
423,2021-01-07T09:45:11Z,274.2,236,5.27147667,8.00135167,00:14:08,00:14:04
424,2021-01-07T09:45:13Z,274,236,5.271478,8.00134733,00:14:10,00:14:06
425,2021-01-07T09:45:15Z,273.6,232,5.27147983,8.00135167,00:14:12,00:14:08
426,2021-01-07T09:45:17Z,273.3,230,5.27147,8.00135033,00:14:13,00:14:09
427,2021-01-07T09:45:19Z,273.1,224,5.27146283,8.00134717,00:14:15,00:14:11
428,2021-01-07T09:45:21Z,273,219,5.2714375,8.00135167,00:14:17,00:14:13
429,2021-01-07T09:45:23Z,272.9,216,5.2714275,8.0013505,00:14:19,00:14:15
430,2021-01-07T09:45:25Z,272.6,217,5.27142317,8.00135233,00:14:21,00:14:17
431,2021-01-07T09:45:27Z,272.4,216,5.2714175,8.0013545,00:14:23,00:14:19
432,2021-01-07T09:45:29Z,272.3,217,5.27141,8.00135267,00:14:25,00:14:21
433,2021-01-07T09:45:31Z,272.2,216,5.27141417,8.00134517,00:14:26,00:14:22
434,2021-01-07T09:45:33Z,272.2,213,5.27141867,8.00134717,00:14:28,00:14:24
435,2021-01-07T09:45:35Z,272.1,216,5.2714225,8.001352,00:14:32,00:14:28
436,2021-01-07T09:45:37Z,272,214,5.27141467,8.00135517,00:14:34,00:14:30
437,2021-01-07T09:45:39Z,271.7,219,5.2714195,8.00135367,00:14:36,00:14:32
438,2021-01-07T09:45:41Z,271.6,223,5.2714215,8.001347,00:14:38,00:14:34
439,2021-01-07T09:45:43Z,271.3,227,5.27142667,8.0013445,00:14:39,00:14:35
440,2021-01-07T09:45:45Z,271.2,229,5.27142467,8.00134167,00:14:41,00:14:37
441,2021-01-07T09:45:47Z,271.1,230,5.271421,8.00134283,00:14:43,00:14:39
442,2021-01-07T09:45:49Z,271,222,5.27141133,8.00134233,00:14:45,00:14:41
443,2021-01-07T09:45:51Z,270.7,216,5.27141117,8.00134317,00:14:47,00:14:43
444,2021-01-07T09:45:53Z,270.6,214,5.27140817,8.00134433,00:14:49,00:14:45
445,2021-01-07T09:45:55Z,270.4,214,5.27141217,8.0013445,00:14:50,00:14:46
446,2021-01-07T09:45:57Z,270.2,214,5.27140783,8.001342,00:14:52,00:14:48
447,2021-01-07T09:45:59Z,270.1,213,5.27141183,8.00134433,00:14:56,00:14:52
448,2021-01-07T09:46:01Z,269.9,213,5.27141183,8.0013425,00:14:58,00:14:54
449,2021-01-07T09:46:03Z,269.8,212,5.271413,8.00134067,NA,NA
450,2021-01-07T09:46:05Z,269.8,214,5.27140383,8.00133983,00:15:02,00:14:58
451,2021-01-07T09:46:07Z,269.6,215,5.271408,8.00134,00:15:03,00:14:59
452,2021-01-07T09:46:09Z,269.3,218,5.271403,8.001341,00:15:05,00:15:01
453,2021-01-07T09:46:11Z,269.3,219,5.27140883,8.00134,00:15:07,00:15:03
454,2021-01-07T09:46:13Z,269.2,220,5.271406,8.00134217,00:15:09,00:15:05
455,2021-01-07T09:46:15Z,269,222,5.27140533,8.001339,00:15:11,00:15:07
456,2021-01-07T09:46:17Z,268.9,219,5.271406,8.001336,00:15:13,00:15:09
457,2021-01-07T09:46:19Z,268.8,218,5.27141433,8.001341,00:15:15,00:15:11
458,2021-01-07T09:46:21Z,268.7,218,5.2714135,8.001337,00:15:16,00:15:12
459,2021-01-07T09:46:23Z,268.5,219,5.27141483,8.00133883,00:15:18,00:15:14
460,2021-01-07T09:46:25Z,268.5,217,5.27141967,8.00134267,00:15:22,00:15:18
461,2021-01-07T09:46:27Z,268.3,220,5.27141817,8.00134183,00:15:24,00:15:20
462,2021-01-07T09:46:29Z,268.2,224,5.271413,8.00133967,00:15:26,00:15:22
463,2021-01-07T09:46:31Z,268.2,225,5.27141017,8.00134017,00:15:28,00:15:24
464,2021-01-07T09:46:33Z,268.1,226,5.27139967,8.0013363300000009,00:15:29,00:15:25
465,2021-01-07T09:46:35Z,268,228,5.27139317,8.00133183,00:15:31,00:15:27
466,2021-01-07T09:46:37Z,267.8,228,5.27139167,8.001329,00:15:33,00:15:29
467,2021-01-07T09:46:39Z,267.6,228,5.27139183,8.0013255,00:15:35,00:15:31
468,2021-01-07T09:46:41Z,267.5,229,5.2713905,8.0013245,00:15:37,00:15:33
469,2021-01-07T09:46:43Z,267.2,230,5.2713915,8.00132533,00:15:39,00:15:35
470,2021-01-07T09:46:45Z,267.2,232,5.27138967,8.00132583,00:15:41,00:15:37
471,2021-01-07T09:46:47Z,267,233,5.27139417,8.0013245,00:15:42,00:15:38
472,2021-01-07T09:46:49Z,266.8,231,5.2713905,8.00132583,00:15:46,00:15:42
473,2021-01-07T09:46:51Z,266.6,230,5.27138967,8.001327,00:15:48,00:15:44
474,2021-01-07T09:46:53Z,266.5,229,5.27138333,8.001329,00:15:50,00:15:46
475,2021-01-07T09:46:55Z,266.2,229,5.2713785,8.00132833,00:15:52,00:15:48
476,2021-01-07T09:46:57Z,266,229,5.27137667,8.001325,00:15:53,00:15:49
477,2021-01-07T09:46:59Z,265.9,230,5.27137267,8.0013225,00:15:55,00:15:51
478,2021-01-07T09:47:01Z,265.7,227,5.27137383,8.00132033,00:15:57,00:15:53
479,2021-01-07T09:47:03Z,265.6,223,5.2713765,8.00132,00:15:59,00:15:55
480,2021-01-07T09:47:05Z,265.4,218,5.27138,8.00131817,00:16:01,00:15:57
481,2021-01-07T09:47:07Z,265.2,216,5.2713835,8.00131683,00:16:03,00:15:59
482,2021-01-07T09:47:09Z,265.1,219,5.27138517,8.001316,00:16:05,00:16:01
483,2021-01-07T09:47:11Z,264.9,218,5.27138667,8.00131683,00:16:06,00:16:02
484,2021-01-07T09:47:13Z,264.7,220,5.27138683,8.00131783,00:16:08,00:16:04
485,2021-01-07T09:47:15Z,264.6,221,5.27138883,8.00132267,00:16:12,00:16:08
486,2021-01-07T09:47:17Z,264.4,222,5.27139517,8.00132583,00:16:14,00:16:10
487,2021-01-07T09:47:19Z,264.3,225,5.2713965,8.0013280000000009,00:16:16,00:16:12
488,2021-01-07T09:47:21Z,264.3,226,5.27140717,8.00133033,00:16:18,00:16:14
489,2021-01-07T09:47:23Z,264.1,228,5.27140983,8.00133233,00:16:19,00:16:15
490,2021-01-07T09:47:25Z,263.9,229,5.27141,8.00133,00:16:21,00:16:17
491,2021-01-07T09:47:27Z,263.8,228,5.2714045,8.00132883,00:16:23,00:16:19
492,2021-01-07T09:47:29Z,263.6,225,5.27140067,8.00132533,00:16:25,00:16:21
493,2021-01-07T09:47:31Z,263.6,223,5.27139933,8.00132233,00:16:27,00:16:23
494,2021-01-07T09:47:33Z,263.5,222,5.27140067,8.0013215,00:16:29,00:16:25
495,2021-01-07T09:47:35Z,263.2,223,5.27140617,8.00132383,00:16:31,00:16:27
496,2021-01-07T09:47:37Z,263,224,5.27141017,8.001323,00:16:32,00:16:28
497,2021-01-07T09:47:39Z,262.9,223,5.27141317,8.00132517,00:16:34,00:16:30
498,2021-01-07T09:47:41Z,262.6,222,5.27141567,8.00132683,00:16:38,00:16:34
499,2021-01-07T09:47:43Z,262.6,219,5.27142183,8.00132367,00:16:40,00:16:36
500,2021-01-07T09:47:45Z,262.3,219,5.27142517,8.0013205,00:16:42,00:16:38
501,2021-01-07T09:47:47Z,262.2,221,5.27143717,8.0013185,00:16:44,00:16:40
502,2021-01-07T09:47:49Z,262,221,5.271446,8.00131517,00:16:45,00:16:41
503,2021-01-07T09:47:51Z,262,222,5.2714465,8.00130983,00:16:47,00:16:43
504,2021-01-07T09:47:53Z,261.7,223,5.2714435,8.00130733,00:16:49,00:16:45
505,2021-01-07T09:47:55Z,261.7,222,5.27144367,8.0013045,00:16:51,00:16:47
506,2021-01-07T09:47:57Z,261.6,219,5.271444,8.00130383,00:16:53,00:16:49
507,2021-01-07T09:47:59Z,261.4,218,5.27143817,8.00130317,00:16:55,00:16:51
508,2021-01-07T09:48:01Z,261.3,218,5.27143183,8.00130183,00:16:57,00:16:53
509,2021-01-07T09:48:03Z,261.1,218,5.2714295,8.00130217,00:16:58,00:16:54
510,2021-01-07T09:48:05Z,260.9,215,5.27143183,8.001306,00:17:02,00:16:58
511,2021-01-07T09:48:07Z,260.7,215,5.27143967,8.0013025,00:17:04,00:17:00
512,2021-01-07T09:48:09Z,260.5,215,5.27143967,8.00130333,00:17:06,00:17:02
513,2021-01-07T09:48:11Z,260.4,216,5.27143683,8.00130217,00:17:08,00:17:04
514,2021-01-07T09:48:13Z,260.2,217,5.27143117,8.00130317,00:17:09,00:17:05
515,2021-01-07T09:48:15Z,259.9,218,5.27142567,8.00130133,00:17:11,00:17:07
516,2021-01-07T09:48:17Z,259.7,218,5.27142417,8.0013015,00:17:13,00:17:09
517,2021-01-07T09:48:19Z,259.5,217,5.27142417,8.0013015,00:17:13,00:17:09
518,2021-01-07T09:48:21Z,259.2,217,5.27142417,8.0013015,00:17:13,00:17:09
519,2021-01-07T09:48:23Z,258.9,215,5.27142917,8.00130083,00:17:20,00:17:16
520,2021-01-07T09:48:25Z,258.8,213,5.27141517,8.00129567,00:17:21,00:17:17
521,2021-01-07T09:48:27Z,258.6,216,5.27140833,8.00129717,00:17:23,00:17:19
522,2021-01-07T09:48:29Z,258.3,216,5.27141233,8.00129417,00:17:25,00:17:21
523,2021-01-07T09:48:31Z,258.2,217,5.2714105,8.00129317,00:17:27,00:17:23
524,2021-01-07T09:48:33Z,258,219,5.27141483,8.0012925,00:17:29,00:17:25
525,2021-01-07T09:48:35Z,257.9,218,5.27142117,8.00129267,00:17:30,00:17:26
526,2021-01-07T09:48:37Z,257.8,219,5.271434,8.00129283,00:17:34,00:17:30
527,2021-01-07T09:48:39Z,257.8,223,5.271434,8.00129283,00:17:34,00:17:30
528,2021-01-07T09:48:41Z,257.6,225,5.27143817,8.001295,00:17:38,00:17:34
529,2021-01-07T09:48:43Z,257.6,222,5.27144617,8.0012955,00:17:40,00:17:36
530,2021-01-07T09:48:45Z,257.5,222,5.27144567,8.00129433,00:17:42,00:17:38
531,2021-01-07T09:48:47Z,257.4,222,5.2714485,8.001298,00:17:43,00:17:39
532,2021-01-07T09:48:49Z,257.2,226,5.27144917,8.00129583,00:17:45,00:17:41
533,2021-01-07T09:48:51Z,257.2,225,5.271445,8.001294,00:17:47,00:17:43
534,2021-01-07T09:48:53Z,257,227,5.2714465,8.00129333,00:17:49,00:17:45
535,2021-01-07T09:48:55Z,256.9,231,5.27144417,8.00129483,00:17:51,00:17:47
536,2021-01-07T09:48:57Z,256.9,232,5.271451,8.00129483,00:17:53,00:17:49
537,2021-01-07T09:48:59Z,256.9,226,5.2714455,8.001293,00:17:54,00:17:50
538,2021-01-07T09:49:01Z,257.1,225,5.27144183,8.00128817,00:17:56,00:17:52
539,2021-01-07T09:49:03Z,257.2,224,5.27143133,8.001284,00:18:00,00:17:56
540,2021-01-07T09:49:05Z,257.2,223,5.27142917,8.00128383,00:18:02,00:17:58
541,2021-01-07T09:49:07Z,257.3,221,5.2714245,8.00128383,00:18:04,00:18:00
542,2021-01-07T09:49:09Z,257.2,219,5.27142133,8.001287,00:18:06,00:18:02
543,2021-01-07T09:49:11Z,257.2,219,5.2714225,8.0012935,00:18:07,00:18:03
544,2021-01-07T09:49:13Z,257.2,216,5.27141967,8.00129617,00:18:09,00:18:05
545,2021-01-07T09:49:15Z,256.9,214,5.27141933,8.00129867,00:18:11,00:18:07
546,2021-01-07T09:49:17Z,256.7,213,5.271422,8.00130333,00:18:13,00:18:09
547,2021-01-07T09:49:19Z,256.6,215,5.27142633,8.00130583,00:18:15,00:18:11
548,2021-01-07T09:49:21Z,256.6,216,5.271433,8.00130633,00:18:17,00:18:13
549,2021-01-07T09:49:23Z,256.3,218,5.27143333,8.00130317,00:18:19,00:18:15
550,2021-01-07T09:49:25Z,256.1,220,5.271432,8.00130417,00:18:20,00:18:16
551,2021-01-07T09:49:27Z,256,223,5.27143233,8.00130683,00:18:22,00:18:18
552,2021-01-07T09:49:29Z,256,226,5.27142617,8.001302,00:18:26,00:18:22
553,2021-01-07T09:49:31Z,256,233,5.27142467,8.0012995,00:18:28,00:18:24
554,2021-01-07T09:49:33Z,255.9,233,5.271433,8.00129817,00:18:30,00:18:26
555,2021-01-07T09:49:35Z,255.7,229,5.271428,8.00129683,00:18:32,00:18:28
556,2021-01-07T09:49:37Z,255.7,226,5.27143117,8.001299,00:18:33,00:18:29
557,2021-01-07T09:49:39Z,255.5,225,5.27142633,8.001298,00:18:35,00:18:31
558,2021-01-07T09:49:41Z,255.3,223,5.27142633,8.0012985,00:18:37,00:18:33
559,2021-01-07T09:49:43Z,255.2,220,5.27141567,8.00129767,00:18:39,00:18:35
560,2021-01-07T09:49:45Z,255.1,218,5.271413,8.00129767,00:18:41,00:18:37
561,2021-01-07T09:49:47Z,255,214,5.27141317,8.00129933,00:18:43,00:18:39
562,2021-01-07T09:49:49Z,254.9,212,5.27141117,8.00129867,00:18:44,00:18:40
563,2021-01-07T09:49:51Z,254.7,210,5.27141,8.00129917,00:18:46,00:18:42
564,2021-01-07T09:49:53Z,254.4,209,5.27139217,8.0012975,00:18:50,00:18:46
565,2021-01-07T09:49:55Z,254.3,209,5.2713835,8.0012975,00:18:52,00:18:48
566,2021-01-07T09:49:57Z,254.2,205,5.27138,8.00129867,00:18:54,00:18:50
567,2021-01-07T09:49:59Z,254.1,209,5.27137533,8.0013005,00:18:56,00:18:52
568,2021-01-07T09:50:01Z,254,210,5.2713655,8.00130083,00:18:57,00:18:53
569,2021-01-07T09:50:03Z,254,213,5.27135917,8.00130017,00:18:59,00:18:55
570,2021-01-07T09:50:05Z,253.6,213,5.27136033,8.00129933,00:19:01,00:18:57
571,2021-01-07T09:50:07Z,253.3,212,5.2713635,8.001301,00:19:03,00:18:59
572,2021-01-07T09:50:09Z,253,212,5.27136517,8.001299,00:19:05,00:19:01
573,2021-01-07T09:50:11Z,252.8,207,5.27136433,8.0013025,00:19:07,00:19:03
574,2021-01-07T09:50:13Z,252.6,206,5.27137217,8.0013045,00:19:09,00:19:05
575,2021-01-07T09:50:15Z,252.4,207,5.27138067,8.00130317,00:19:10,00:19:06
576,2021-01-07T09:50:17Z,252.4,211,5.2713865,8.00130633,00:19:12,00:19:08
577,2021-01-07T09:50:19Z,252.1,214,5.27140367,8.00130733,00:19:16,00:19:12
578,2021-01-07T09:50:21Z,252.1,211,5.2714065,8.00130567,00:19:18,00:19:14
579,2021-01-07T09:50:23Z,252.1,214,5.27141917,8.00130333,00:19:20,00:19:16
580,2021-01-07T09:50:25Z,251.8,214,5.27143083,8.00130567,00:19:22,00:19:18
581,2021-01-07T09:50:27Z,251.7,212,5.27143367,8.00130317,00:19:23,00:19:19
582,2021-01-07T09:50:29Z,251.5,209,5.27142717,8.00130617,00:19:25,00:19:21
583,2021-01-07T09:50:31Z,251.4,209,5.271428,8.001309,00:19:27,00:19:23
584,2021-01-07T09:50:33Z,251.1,205,5.2714205,8.00130967,00:19:29,00:19:25
585,2021-01-07T09:50:35Z,250.9,208,5.2714145,8.001312,00:19:31,00:19:27
586,2021-01-07T09:50:37Z,250.8,207,5.27141767,8.0013175,00:19:33,00:19:29
587,2021-01-07T09:50:39Z,250.6,207,5.271416,8.00131783,00:19:35,00:19:31
588,2021-01-07T09:50:41Z,250.2,206,5.271409,8.00131667,00:19:36,00:19:32
589,2021-01-07T09:50:43Z,250.1,206,5.27139933,8.00132067,00:19:40,00:19:36
590,2021-01-07T09:50:45Z,249.9,207,5.27140083,8.00131867,00:19:42,00:19:38
591,2021-01-07T09:50:47Z,249.5,208,5.27140283,8.00131467,00:19:44,00:19:40
592,2021-01-07T09:50:49Z,249.3,208,5.2714025,8.001311,00:19:46,00:19:42
593,2021-01-07T09:50:51Z,249.2,207,5.27140833,8.00131167,00:19:48,00:19:44
594,2021-01-07T09:50:53Z,248.9,208,5.27141167,8.00130783,00:19:49,00:19:45
595,2021-01-07T09:50:55Z,248.8,207,5.271409,8.00130367,00:19:51,00:19:47
596,2021-01-07T09:50:57Z,248.6,211,5.2714115,8.0013015,00:19:53,00:19:49
597,2021-01-07T09:50:59Z,248.5,212,5.271414,8.00130533,00:19:55,00:19:51
598,2021-01-07T09:51:01Z,248.5,212,5.271415,8.00130133,00:19:57,00:19:53
