"","Sperre_LOG_DATETIME","Sperre_Depth","Sperre_Heading","Survey_ROV_LON","Survey_ROV_LAT","Survey_LOG_RELTIME"
"681",2021-01-07 09:53:47,233.4,206,"5.27137933","8.00123400",00:22:42
"682",2021-01-07 09:53:49,233.5,203,"5.27137933","8.00123400",00:22:42
"683",2021-01-07 09:53:51,233.5,204,"5.27136500","8.00123000",00:22:47
"684",2021-01-07 09:53:53,233.4,205,"5.27136450","8.00122800",00:22:49
"685",2021-01-07 09:53:55,233.4,207,"5.27135417","8.00122483",00:22:51
"686",2021-01-07 09:53:57,233.4,208,"5.27136467","8.00122333",00:22:53
"687",2021-01-07 09:53:59,233.3,213,"5.27137750","8.00121817",00:22:55
"688",2021-01-07 09:54:01,233.3,215,"5.27138767","8.00121850",00:22:56
"689",2021-01-07 09:54:03,233.4,217,"5.27139633","8.00121850",00:22:58
"690",2021-01-07 09:54:05,233.3,221,"5.27139033","8.00121217",00:23:02
"691",2021-01-07 09:54:07,233.2,223,"5.27138083","8.00120933",00:23:04
"692",2021-01-07 09:54:09,233.2,225,"5.27138167","8.00120817",00:23:06
"693",2021-01-07 09:54:11,233.1,225,"5.27138033","8.00120800",00:23:08
"694",2021-01-07 09:54:13,233.1,227,"5.27137733","8.00120633",00:23:09
"695",2021-01-07 09:54:15,232.9,223,"5.27137783","8.00120733",00:23:11
"696",2021-01-07 09:54:17,232.8,223,"5.27136517","8.00120567",00:23:13
"697",2021-01-07 09:54:19,232.8,221,"5.27135767","8.00120633",00:23:15
"698",2021-01-07 09:54:21,232.8,220,"5.27136050","8.00120733",00:23:17
"699",2021-01-07 09:54:23,232.7,220,"5.27136750","8.00120817",00:23:19
"700",2021-01-07 09:54:25,232.5,222,"5.27137133","8.00121100",00:23:21
"701",2021-01-07 09:54:27,232.4,223,"5.27137183","8.00121067",00:23:22
"702",2021-01-07 09:54:29,232.4,224,"5.27137033","8.00120967",00:23:24
"703",2021-01-07 09:54:31,232.4,225,"5.27136700","8.00121350",00:23:28
"704",2021-01-07 09:54:33,232.3,224,"5.27136717","8.00121217",00:23:30
"705",2021-01-07 09:54:35,232.2,224,"5.27136033","8.00121233",00:23:32
"706",2021-01-07 09:54:37,232.1,222,"5.27135417","8.00120833",00:23:34
"707",2021-01-07 09:54:39,232.1,220,"5.27134833","8.00120900",00:23:35
"708",2021-01-07 09:54:41,232,220,"5.27134833","8.00120867",00:23:37
"709",2021-01-07 09:54:43,232,224,"5.27134867","8.00121267",00:23:39
"710",2021-01-07 09:54:45,232,224,"5.27135617","8.00121850",00:23:41
"711",2021-01-07 09:54:47,231.8,226,"5.27135000","8.00121817",00:23:43
"712",2021-01-07 09:54:49,231.8,226,"5.27135250","8.00121383",00:23:45
"713",2021-01-07 09:54:51,231.7,222,"5.27136817","8.00121633",00:23:47
"714",2021-01-07 09:54:53,231.8,221,"5.27136700","8.00121333",00:23:48
"715",2021-01-07 09:54:55,231.7,220,"5.27135883","8.00120783",00:23:52
"716",2021-01-07 09:54:57,231.4,219,"5.27135417","8.00120967",00:23:54
"717",2021-01-07 09:54:59,231.2,219,"5.27135567","8.00121050",00:23:56
"718",2021-01-07 09:55:01,231.1,218,"5.27135000","8.00120900",00:23:58
"719",2021-01-07 09:55:03,231,221,"5.27135033","8.00120967",NA
"720",2021-01-07 09:55:05,230.8,221,"5.27134383","8.00120933",00:24:01
"721",2021-01-07 09:55:07,230.7,225,"5.27133150","8.00121033",00:24:03
"722",2021-01-07 09:55:09,230.5,227,"5.27133233","8.00120983",00:24:05
"723",2021-01-07 09:55:11,230.5,224,"5.27132583","8.00121133",00:24:07
"724",2021-01-07 09:55:13,230.3,224,"5.27132283","8.00121033",00:24:09
"725",2021-01-07 09:55:15,230.2,225,"5.27131000","8.00121117",00:24:11
"726",2021-01-07 09:55:17,230.2,226,"5.27130417","8.00121150",00:24:12
"727",2021-01-07 09:55:19,230.1,225,"5.27131067","8.00121433",00:24:14
"728",2021-01-07 09:55:21,229.9,226,"5.27131050","8.00121367",00:24:18
"729",2021-01-07 09:55:23,229.9,224,"5.27129867","8.00121133",00:24:20
"730",2021-01-07 09:55:25,229.7,223,"5.27129950","8.00121467",00:24:22
"731",2021-01-07 09:55:27,229.5,222,"5.27129667","8.00121383",00:24:24
"732",2021-01-07 09:55:29,229.4,222,"5.27129667","8.00121383",00:24:24
"733",2021-01-07 09:55:31,229.3,221,"5.27129517","8.00121383",00:24:28
"734",2021-01-07 09:55:33,229.2,219,"5.27128833","8.00120967",00:24:29
"735",2021-01-07 09:55:35,228.9,218,"5.27128100","8.00120450",00:24:31
"736",2021-01-07 09:55:37,228.6,219,"5.27127350","8.00120233",00:24:32
"737",2021-01-07 09:55:39,228.6,219,"5.27127083","8.00120017",00:24:34
"738",2021-01-07 09:55:41,228.3,220,"5.27126700","8.00119750",00:24:38
"739",2021-01-07 09:55:43,228.2,219,"5.27126333","8.00119417",00:24:40
"740",2021-01-07 09:55:45,228.2,223,"5.27126667","8.00119667",00:24:42
"741",2021-01-07 09:55:47,228.1,227,"5.27125700","8.00119850",00:24:44
"742",2021-01-07 09:55:49,228,224,"5.27125183","8.00119717",00:24:45
"743",2021-01-07 09:55:51,227.9,218,"5.27124550","8.00119900",00:24:47
"744",2021-01-07 09:55:53,227.6,214,"5.27124050","8.00119950",00:24:49
"745",2021-01-07 09:55:55,227.5,210,"5.27123567","8.00119900",00:24:51
"746",2021-01-07 09:55:57,227.3,208,"5.27124117","8.00119817",00:24:53
"747",2021-01-07 09:55:59,227,208,"5.27124133","8.00120067",00:24:55
"748",2021-01-07 09:56:01,226.7,209,"5.27124883","8.00119583",00:24:57
"749",2021-01-07 09:56:03,226.6,208,"5.27124983","8.00119417",00:24:58
"750",2021-01-07 09:56:05,226.5,207,"5.27125417","8.00119133",00:25:02
"751",2021-01-07 09:56:07,226.4,204,"5.27125367","8.00118933",00:25:04
"752",2021-01-07 09:56:09,226.3,194,"5.27123900","8.00118467",00:25:06
"753",2021-01-07 09:56:11,226.4,200,"5.27124017","8.00118167",00:25:08
"754",2021-01-07 09:56:13,226.3,203,"5.27124050","8.00118250",00:25:09
"755",2021-01-07 09:56:15,226.2,204,"5.27123683","8.00118183",00:25:11
"756",2021-01-07 09:56:17,226,205,"5.27123300","8.00117567",00:25:13
"757",2021-01-07 09:56:19,225.9,204,"5.27124467","8.00117683",00:25:15
"758",2021-01-07 09:56:21,225.7,203,"5.27124850","8.00117950",00:25:17
"759",2021-01-07 09:56:23,225.6,204,"5.27124733","8.00118100",00:25:19
"760",2021-01-07 09:56:25,225.6,203,"5.27124783","8.00118017",00:25:21
"761",2021-01-07 09:56:27,225.4,199,"5.27123767","8.00118017",00:25:22
"762",2021-01-07 09:56:29,225.3,198,"5.27123933","8.00117983",00:25:24
"763",2021-01-07 09:56:31,225.1,199,"5.27125083","8.00117800",00:25:28
"764",2021-01-07 09:56:33,225,200,"5.27124883","8.00117750",00:25:30
"765",2021-01-07 09:56:35,224.8,199,"5.27125383","8.00117717",00:25:32
"766",2021-01-07 09:56:37,224.6,199,"5.27125100","8.00117633",00:25:34
"767",2021-01-07 09:56:39,224.4,199,"5.27124900","8.00117683",00:25:35
"768",2021-01-07 09:56:41,224.3,202,"5.27125117","8.00117767",00:25:37
"769",2021-01-07 09:56:43,224.1,203,"5.27125467","8.00117733",00:25:39
"770",2021-01-07 09:56:45,223.9,203,"5.27126167","8.00117867",00:25:41
"771",2021-01-07 09:56:47,223.6,203,"5.27125650","8.00117533",00:25:43
"772",2021-01-07 09:56:49,223.3,203,"5.27125867","8.00117517",00:25:45
"773",2021-01-07 09:56:51,223.1,205,"5.27125367","8.00117317",00:25:47
"774",2021-01-07 09:56:53,223,209,"5.27126267","8.00117183",00:25:48
"775",2021-01-07 09:56:55,222.9,209,"5.27126417","8.00116767",00:25:52
"776",2021-01-07 09:56:57,222.7,211,"5.27126200","8.00116850",00:25:54
"777",2021-01-07 09:56:59,222.6,209,"5.27126267","8.00116983",00:25:56
"778",2021-01-07 09:57:01,222.4,207,"5.27126433","8.00116800",00:25:58
"779",2021-01-07 09:57:03,222.3,205,"5.27126100","8.00116750",NA
"780",2021-01-07 09:57:05,222.2,199,"5.27125183","8.00116667",00:26:01
"781",2021-01-07 09:57:07,222.1,193,"5.27126250","8.00116667",00:26:03
"782",2021-01-07 09:57:09,221.8,193,"5.27126250","8.00116667",00:26:03
"783",2021-01-07 09:57:11,221.8,193,"5.27127950","8.00116333",00:26:07
"784",2021-01-07 09:57:13,221.8,194,"5.27128633","8.00116183",00:26:09
"785",2021-01-07 09:57:15,221.4,200,"5.27129767","8.00116300",00:26:11
"786",2021-01-07 09:57:17,221.4,204,"5.27130500","8.00116200",00:26:12
"787",2021-01-07 09:57:19,221.4,206,"5.27130583","8.00115983",00:26:14
"788",2021-01-07 09:57:21,221.4,211,"5.27131483","8.00115400",00:26:18
"789",2021-01-07 09:57:23,221.2,214,"5.27131867","8.00114967",00:26:20
"790",2021-01-07 09:57:25,221,216,"5.27132300","8.00114617",00:26:22
"791",2021-01-07 09:57:27,220.8,215,"5.27133150","8.00114500",00:26:24
"792",2021-01-07 09:57:29,220.5,215,"5.27132833","8.00114250",00:26:25
"793",2021-01-07 09:57:31,220.4,213,"5.27132300","8.00113767",00:26:27
"794",2021-01-07 09:57:33,220.1,211,"5.27132467","8.00113633",00:26:29
"795",2021-01-07 09:57:35,219.9,210,"5.27133117","8.00113700",00:26:31
"796",2021-01-07 09:57:37,219.7,211,"5.27133733","8.00113633",00:26:33
"797",2021-01-07 09:57:39,219.7,209,"5.27133933","8.00113400",00:26:35
"798",2021-01-07 09:57:41,219.5,210,"5.27134217","8.00113150",00:26:37
"799",2021-01-07 09:57:43,219.5,209,"5.27134567","8.00112883",00:26:38
"800",2021-01-07 09:57:45,219.2,210,"5.27134717","8.00112750",00:26:40
"801",2021-01-07 09:57:47,219.1,211,"5.27136100","8.00112567",00:26:44
"802",2021-01-07 09:57:49,218.9,210,"5.27136633","8.00112183",00:26:46
"803",2021-01-07 09:57:51,218.9,208,"5.27137167","8.00112167",00:26:48
"804",2021-01-07 09:57:53,218.7,208,"5.27137383","8.00112133",00:26:50
"805",2021-01-07 09:57:55,218.6,209,"5.27137933","8.00112233",00:26:51
"806",2021-01-07 09:57:57,218.4,209,"5.27138167","8.00112400",00:26:53
"807",2021-01-07 09:57:59,218.1,211,"5.27139067","8.00112617",00:26:55
"808",2021-01-07 09:58:01,218,212,"5.27139017","8.00112350",00:26:57
"809",2021-01-07 09:58:03,217.9,210,"5.27139350","8.00112417",00:26:59
"810",2021-01-07 09:58:05,217.9,208,"5.27139067","8.00112417",00:27:01
"811",2021-01-07 09:58:07,217.7,211,"5.27138200","8.00112283",00:27:03
"812",2021-01-07 09:58:09,217.5,213,"5.27137933","8.00112183",00:27:04
"813",2021-01-07 09:58:11,217.2,216,"5.27138450","8.00111983",00:27:08
"814",2021-01-07 09:58:13,217.1,214,"5.27137850","8.00111817",00:27:10
"815",2021-01-07 09:58:15,217.1,214,"5.27137817","8.00112050",00:27:12
"816",2021-01-07 09:58:17,216.9,213,"5.27137150","8.00112200",00:27:14
"817",2021-01-07 09:58:19,216.9,215,"5.27135450","8.00112250",00:27:15
"818",2021-01-07 09:58:21,216.6,213,"5.27134867","8.00112350",00:27:17
"819",2021-01-07 09:58:23,216.3,212,"5.27134883","8.00112217",00:27:19
"820",2021-01-07 09:58:25,216,210,"5.27134550","8.00112383",00:27:21
"821",2021-01-07 09:58:27,215.9,206,"5.27135300","8.00112333",00:27:23
"822",2021-01-07 09:58:29,215.7,211,"5.27134800","8.00112600",00:27:25
"823",2021-01-07 09:58:31,215.6,217,"5.27135633","8.00112783",00:27:27
"824",2021-01-07 09:58:33,215.3,220,"5.27136167","8.00112583",00:27:28
"825",2021-01-07 09:58:35,215,218,"5.27135633","8.00112133",00:27:30
"826",2021-01-07 09:58:37,214.8,217,"5.27135783","8.00112100",00:27:34
"827",2021-01-07 09:58:39,214.6,216,"5.27136317","8.00112233",00:27:36
"828",2021-01-07 09:58:41,214.3,216,"5.27136833","8.00112417",00:27:38
"829",2021-01-07 09:58:43,214,217,"5.27136833","8.00112150",00:27:40
"830",2021-01-07 09:58:45,213.9,217,"5.27136017","8.00112000",00:27:41
"831",2021-01-07 09:58:47,213.6,216,"5.27136017","8.00112133",00:27:43
"832",2021-01-07 09:58:49,213.3,214,"5.27135800","8.00112033",00:27:45
"833",2021-01-07 09:58:51,213,217,"5.27135450","8.00111767",00:27:47
"834",2021-01-07 09:58:53,213,215,"5.27135783","8.00111817",00:27:49
"835",2021-01-07 09:58:55,212.8,217,"5.27134783","8.00111900",00:27:51
"836",2021-01-07 09:58:57,212.5,217,"5.27136067","8.00112167",00:27:53
"837",2021-01-07 09:58:59,212.4,219,"5.27137517","8.00112233",00:27:54
"838",2021-01-07 09:59:01,212.3,221,"5.27137617","8.00112033",00:27:58
"839",2021-01-07 09:59:03,212.1,222,"5.27138200","8.00112050",NA
"840",2021-01-07 09:59:05,211.9,224,"5.27137433","8.00111883",00:28:02
"841",2021-01-07 09:59:07,211.7,224,"5.27138217","8.00111917",00:28:04
"842",2021-01-07 09:59:09,211.6,227,"5.27139033","8.00112250",00:28:06
"843",2021-01-07 09:59:11,211.5,231,"5.27139150","8.00112167",00:28:07
"844",2021-01-07 09:59:13,211.4,232,"5.27138150","8.00111867",00:28:09
"845",2021-01-07 09:59:15,211.3,233,"5.27137783","8.00111633",00:28:11
"846",2021-01-07 09:59:17,211.2,231,"5.27138483","8.00111583",00:28:13
"847",2021-01-07 09:59:19,211.1,231,"5.27138100","8.00111250",00:28:15
"848",2021-01-07 09:59:21,210.8,229,"5.27137083","8.00111100",00:28:17
"849",2021-01-07 09:59:23,210.6,229,"5.27136850","8.00110900",00:28:18
"850",2021-01-07 09:59:25,210.4,229,"5.27136800","8.00110983",00:28:20
"851",2021-01-07 09:59:27,210.2,231,"5.27135383","8.00111283",00:28:24
"852",2021-01-07 09:59:29,210,231,"5.27136067","8.00111400",00:28:26
"853",2021-01-07 09:59:31,209.9,231,"5.27136617","8.00111367",00:28:28
"854",2021-01-07 09:59:33,209.6,231,"5.27138133","8.00111550",00:28:30
"855",2021-01-07 09:59:35,209.5,229,"5.27138633","8.00111467",00:28:31
"856",2021-01-07 09:59:37,209.3,229,"5.27137500","8.00111300",00:28:33
"857",2021-01-07 09:59:39,209.1,230,"5.27135767","8.00110983",00:28:35
"858",2021-01-07 09:59:41,209,232,"5.27136533","8.00110967",00:28:37
"859",2021-01-07 09:59:43,208.9,230,"5.27137200","8.00110867",00:28:39
"860",2021-01-07 09:59:45,208.9,229,"5.27138067","8.00111133",00:28:41
"861",2021-01-07 09:59:47,208.7,228,"5.27139283","8.00111250",00:28:43
"862",2021-01-07 09:59:49,208.6,230,"5.27137167","8.00110817",00:28:44
"863",2021-01-07 09:59:51,208.5,228,"5.27138283","8.00110833",00:28:46
"864",2021-01-07 09:59:53,208.4,227,"5.27135333","8.00110167",00:28:50
"865",2021-01-07 09:59:55,208.3,227,"5.27134733","8.00110250",00:28:52
"866",2021-01-07 09:59:57,208,229,"5.27135000","8.00110283",00:28:54
"867",2021-01-07 09:59:59,207.9,230,"5.27134567","8.00110350",00:28:56
"868",2021-01-07 10:00:01,207.7,231,"5.27134017","8.00110400",00:28:57
"869",2021-01-07 10:00:03,207.6,227,"5.27135050","8.00110450",00:28:59
"870",2021-01-07 10:00:05,207.6,223,"5.27135367","8.00110450",00:29:01
"871",2021-01-07 10:00:07,207.4,219,"5.27135133","8.00110217",00:29:03
"872",2021-01-07 10:00:09,207.5,218,"5.27135950","8.00110317",00:29:05
"873",2021-01-07 10:00:11,207.4,219,"5.27136050","8.00110083",00:29:07
"874",2021-01-07 10:00:13,207.3,220,"5.27135517","8.00109783",00:29:09
"875",2021-01-07 10:00:15,207,220,"5.27135133","8.00109183",00:29:10
"876",2021-01-07 10:00:17,206.7,221,"5.27133767","8.00108500",00:29:14
"877",2021-01-07 10:00:19,206.5,226,"5.27133650","8.00108433",00:29:16
"878",2021-01-07 10:00:21,206.3,226,"5.27133833","8.00108533",00:29:18
"879",2021-01-07 10:00:23,206.1,230,"5.27133367","8.00108433",00:29:20
"880",2021-01-07 10:00:25,205.8,231,"5.27133550","8.00108533",00:29:21
"881",2021-01-07 10:00:27,205.6,231,"5.27133933","8.00108617",00:29:23
"882",2021-01-07 10:00:29,205.4,231,"5.27133983","8.00108567",00:29:25
"883",2021-01-07 10:00:31,205.2,228,"5.27134650","8.00108717",00:29:27
"884",2021-01-07 10:00:33,205,226,"5.27135317","8.00108817",00:29:29
"885",2021-01-07 10:00:35,204.8,224,"5.27136017","8.00109300",00:29:31
"886",2021-01-07 10:00:37,204.6,229,"5.27136717","8.00109600",00:29:33
"887",2021-01-07 10:00:39,204.4,230,"5.27137750","8.00109883",00:29:34
"888",2021-01-07 10:00:41,204.1,233,"5.27136467","8.00109817",00:29:36
"889",2021-01-07 10:00:43,203.9,234,"5.27135183","8.00109917",00:29:40
"890",2021-01-07 10:00:45,203.6,234,"5.27136067","8.00110133",00:29:42
"891",2021-01-07 10:00:47,203.3,234,"5.27137317","8.00110383",00:29:44
"892",2021-01-07 10:00:49,203.1,236,"5.27136433","8.00110417",00:29:46
"893",2021-01-07 10:00:51,202.8,238,"5.27135917","8.00110383",00:29:47
"894",2021-01-07 10:00:53,202.7,237,"5.27134467","8.00110150",00:29:49
"895",2021-01-07 10:00:55,202.5,234,"5.27133050","8.00110133",00:29:51
"896",2021-01-07 10:00:57,202.3,229,"5.27131783","8.00110000",00:29:53
"897",2021-01-07 10:00:59,202.2,225,"5.27131000","8.00110017",00:29:55
"898",2021-01-07 10:01:01,201.9,223,"5.27130433","8.00110233",00:29:57
"899",2021-01-07 10:01:03,201.7,223,"5.27129467","8.00110383",00:29:59
"900",2021-01-07 10:01:05,201.3,225,"5.27129367","8.00110767",00:30:00
"901",2021-01-07 10:01:07,201.1,225,"5.27128733","8.00110933",00:30:02
"902",2021-01-07 10:01:09,201,227,"5.27130817","8.00111183",00:30:06
"903",2021-01-07 10:01:11,200.8,227,"5.27130900","8.00111167",00:30:08
"904",2021-01-07 10:01:13,200.9,229,"5.27129483","8.00110967",00:30:10
"905",2021-01-07 10:01:15,200.8,222,"5.27129750","8.00110967",00:30:12
"906",2021-01-07 10:01:17,200.5,217,"5.27130283","8.00111083",00:30:13
"907",2021-01-07 10:01:19,200.1,210,"5.27129200","8.00110700",00:30:15
"908",2021-01-07 10:01:21,199.9,208,"5.27128567","8.00110500",00:30:17
"909",2021-01-07 10:01:23,199.8,215,"5.27129167","8.00110317",00:30:19
"910",2021-01-07 10:01:25,199.6,216,"5.27129317","8.00110150",00:30:21
"911",2021-01-07 10:01:27,199.6,213,"5.27129517","8.00109950",00:30:23
"912",2021-01-07 10:01:29,199.6,210,"5.27130833","8.00110050",00:30:25
"913",2021-01-07 10:01:31,199.5,212,"5.27132883","8.00110317",00:30:26
"914",2021-01-07 10:01:33,199.4,212,"5.27136300","8.00110467",00:30:30
"915",2021-01-07 10:01:35,199.5,213,"5.27135967","8.00110083",00:30:32
"916",2021-01-07 10:01:37,199.6,211,"5.27135600","8.00109683",00:30:34
"917",2021-01-07 10:01:39,199.6,211,"5.27134783","8.00109317",00:30:36
"918",2021-01-07 10:01:41,199.6,211,"5.27134133","8.00109067",00:30:38
"919",2021-01-07 10:01:43,199.5,211,"5.27134167","8.00108900",00:30:39
"920",2021-01-07 10:01:45,199.6,213,"5.27134650","8.00108833",00:30:41
"921",2021-01-07 10:01:47,199.6,216,"5.27134350","8.00108567",00:30:43
"922",2021-01-07 10:01:49,199.7,213,"5.27134400","8.00108350",00:30:45
"923",2021-01-07 10:01:51,199.7,214,"5.27135000","8.00108300",00:30:47
"924",2021-01-07 10:01:53,199.6,214,"5.27134617","8.00108400",00:30:49
"925",2021-01-07 10:01:55,199.6,215,"5.27135167","8.00108517",00:30:50
"926",2021-01-07 10:01:57,199.4,214,"5.27134617","8.00108317",00:30:52
"927",2021-01-07 10:01:59,199.4,216,"5.27134300","8.00108267",00:30:56
"928",2021-01-07 10:02:01,199.3,216,"5.27134950","8.00108100",00:30:58
"929",2021-01-07 10:02:03,199.2,215,"5.27135167","8.00108183",NA
"930",2021-01-07 10:02:05,199.1,219,"5.27135933","8.00108683",00:31:02
"931",2021-01-07 10:02:07,199.2,223,"5.27135183","8.00108350",00:31:03
"932",2021-01-07 10:02:09,199,227,"5.27136600","8.00108383",00:31:05
"933",2021-01-07 10:02:11,198.7,229,"5.27136417","8.00108183",00:31:07
"934",2021-01-07 10:02:13,198.7,221,"5.27136767","8.00107933",00:31:09
"935",2021-01-07 10:02:15,198.9,225,"5.27136117","8.00107983",00:31:11
"936",2021-01-07 10:02:17,198.9,224,"5.27135433","8.00108017",00:31:13
"937",2021-01-07 10:02:19,198.7,223,"5.27136367","8.00108350",00:31:15
"938",2021-01-07 10:02:21,198.6,222,"5.27135767","8.00108517",00:31:16
"939",2021-01-07 10:02:23,198.3,222,"5.27135200","8.00108717",00:31:18
"940",2021-01-07 10:02:25,198.2,221,"5.27135050","8.00109317",00:31:22
"941",2021-01-07 10:02:27,197.9,221,"5.27135500","8.00109700",00:31:24
"942",2021-01-07 10:02:29,197.8,222,"5.27136150","8.00109967",00:31:26
"943",2021-01-07 10:02:31,197.6,221,"5.27137050","8.00110233",00:31:28
"944",2021-01-07 10:02:33,197.3,221,"5.27137850","8.00110417",00:31:29
"945",2021-01-07 10:02:35,197.2,223,"5.27137683","8.00110600",00:31:31
"946",2021-01-07 10:02:37,197,228,"5.27138783","8.00110750",00:31:33
"947",2021-01-07 10:02:39,196.8,226,"5.27139383","8.00110533",00:31:35
"948",2021-01-07 10:02:41,196.6,224,"5.27138433","8.00110350",00:31:37
"949",2021-01-07 10:02:43,196.4,217,"5.27138117","8.00110067",00:31:39
"950",2021-01-07 10:02:45,196.3,212,"5.27136883","8.00110200",00:31:41
"951",2021-01-07 10:02:47,196.3,216,"5.27136883","8.00110300",00:31:42
"952",2021-01-07 10:02:49,196.1,225,"5.27137183","8.00110383",00:31:44
"953",2021-01-07 10:02:51,196,228,"5.27138350","8.00110517",00:31:48
"954",2021-01-07 10:02:53,195.9,225,"5.27138900","8.00110300",00:31:50
"955",2021-01-07 10:02:55,195.9,224,"5.27139033","8.00110300",00:31:52
"956",2021-01-07 10:02:57,196,222,"5.27139267","8.00110083",00:31:54
"957",2021-01-07 10:02:59,196,227,"5.27139017","8.00110167",00:31:55
"958",2021-01-07 10:03:01,196.1,233,"5.27137667","8.00110283",00:31:57
"959",2021-01-07 10:03:03,196.2,234,"5.27137133","8.00110267",00:31:59
"960",2021-01-07 10:03:05,196.3,235,"5.27137667","8.00110583",00:32:01
"961",2021-01-07 10:03:07,196.6,235,"5.27137200","8.00110633",00:32:03
"962",2021-01-07 10:03:09,196.6,235,"5.27137017","8.00110783",00:32:05
"963",2021-01-07 10:03:11,196.6,234,"5.27136750","8.00111033",00:32:07
"964",2021-01-07 10:03:13,196.6,239,"5.27135267","8.00110900",00:32:08
"965",2021-01-07 10:03:15,196.8,228,"5.27134167","8.00111117",00:32:12
"966",2021-01-07 10:03:17,196.7,229,"5.27133883","8.00111083",00:32:14
"967",2021-01-07 10:03:19,196.5,229,"5.27133467","8.00111283",00:32:16
"968",2021-01-07 10:03:21,196.3,229,"5.27132517","8.00111583",00:32:18
"969",2021-01-07 10:03:23,196.3,227,"5.27132867","8.00111633",00:32:20
"970",2021-01-07 10:03:25,196.5,225,"5.27132067","8.00111667",00:32:21
"971",2021-01-07 10:03:27,196.6,224,"5.27133917","8.00112067",00:32:23
"972",2021-01-07 10:03:29,196.6,222,"5.27133800","8.00111950",00:32:25
"973",2021-01-07 10:03:31,196.6,224,"5.27133750","8.00111600",00:32:27
"974",2021-01-07 10:03:33,196.7,222,"5.27132700","8.00111483",00:32:29
"975",2021-01-07 10:03:35,197,223,"5.27133200","8.00111183",00:32:31
"976",2021-01-07 10:03:37,197.2,222,"5.27133650","8.00110917",00:32:32
"977",2021-01-07 10:03:39,197.5,225,"5.27134317","8.00110733",00:32:34
"978",2021-01-07 10:03:41,197.6,228,"5.27133050","8.00110333",00:32:38
"979",2021-01-07 10:03:43,197.6,226,"5.27132750","8.00110050",00:32:40
"980",2021-01-07 10:03:45,197.8,226,"5.27132217","8.00109700",00:32:42
"981",2021-01-07 10:03:47,197.8,224,"5.27131817","8.00109717",00:32:44
"982",2021-01-07 10:03:49,197.8,226,"5.27131833","8.00109600",00:32:45
"983",2021-01-07 10:03:51,197.9,225,"5.27131683","8.00109500",00:32:47
"984",2021-01-07 10:03:53,197.9,227,"5.27131550","8.00109600",00:32:49
"985",2021-01-07 10:03:55,197.9,225,"5.27131283","8.00109650",00:32:51
"986",2021-01-07 10:03:57,197.9,223,"5.27131033","8.00109767",00:32:53
"987",2021-01-07 10:03:59,197.9,222,"5.27131033","8.00109700",00:32:55
"988",2021-01-07 10:04:01,197.8,221,"5.27130550","8.00109483",00:32:57
"989",2021-01-07 10:04:03,197.7,219,"5.27129283","8.00109183",00:32:58
"990",2021-01-07 10:04:05,197.7,214,"5.27129533","8.00109433",00:33:02
"991",2021-01-07 10:04:07,197.6,209,"5.27129750","8.00109617",00:33:04
"992",2021-01-07 10:04:09,197.4,203,"5.27129000","8.00109533",00:33:06
"993",2021-01-07 10:04:11,197.3,201,"5.27129517","8.00109483",00:33:08
"994",2021-01-07 10:04:13,197.2,205,"5.27130433","8.00109533",00:33:10
"995",2021-01-07 10:04:15,197,206,"5.27132017","8.00109500",00:33:11
"996",2021-01-07 10:04:17,196.7,211,"5.27132917","8.00109450",00:33:13
"997",2021-01-07 10:04:19,196.5,217,"5.27133883","8.00109567",00:33:15
"998",2021-01-07 10:04:21,196.3,222,"5.27135667","8.00109567",00:33:17
"999",2021-01-07 10:04:23,195.9,225,"5.27137067","8.00109533",00:33:19
"1000",2021-01-07 10:04:25,195.5,228,"5.27138100","8.00109433",00:33:21
"1001",2021-01-07 10:04:27,195,227,"5.27138350","8.00109433",00:33:23
"1002",2021-01-07 10:04:29,194.7,224,"5.27139000","8.00109217",00:33:24
"1003",2021-01-07 10:04:31,194.4,223,"5.27140500","8.00109100",00:33:28
"1004",2021-01-07 10:04:33,194.3,213,"5.27140250","8.00108933",00:33:30
"1005",2021-01-07 10:04:35,194.1,220,"5.27141300","8.00108683",00:33:32
"1006",2021-01-07 10:04:37,194,217,"5.27142450","8.00108417",00:33:34
"1007",2021-01-07 10:04:39,193.7,220,"5.27142917","8.00108150",00:33:36
"1008",2021-01-07 10:04:41,193.5,222,"5.27142750","8.00107850",00:33:37
"1009",2021-01-07 10:04:43,193.4,226,"5.27142783","8.00107400",00:33:39
"1010",2021-01-07 10:04:45,193.1,229,"5.27143650","8.00106933",00:33:41
"1011",2021-01-07 10:04:47,192.8,233,"5.27144300","8.00106400",00:33:43
"1012",2021-01-07 10:04:49,192.5,234,"5.27144850","8.00106033",00:33:45
"1013",2021-01-07 10:04:51,192.2,235,"5.27144717","8.00105800",00:33:47
"1014",2021-01-07 10:04:53,192.1,232,"5.27144783","8.00105667",00:33:48
"1015",2021-01-07 10:04:55,191.8,231,"5.27144667","8.00105567",00:33:50
"1016",2021-01-07 10:04:57,191.7,231,"5.27143467","8.00105833",00:33:54
"1017",2021-01-07 10:04:59,191.5,229,"5.27143117","8.00106033",00:33:56
"1018",2021-01-07 10:05:01,191.6,226,"5.27142567","8.00106217",00:33:58
"1019",2021-01-07 10:05:03,191.5,224,"5.27141683","8.00106583",NA
"1020",2021-01-07 10:05:05,191.1,227,"5.27141667","8.00106700",00:34:01
"1021",2021-01-07 10:05:07,190.8,229,"5.27141483","8.00106933",00:34:03
