"","Sperre_LOG_DATETIME","Sperre_Depth","Sperre_Heading","Survey_ROV_LON","Survey_ROV_LAT","Survey_LOG_RELTIME"
"152",2021-01-07 09:36:09,308.9,155,"5.27125900","8.00140650",00:05:05
"153",2021-01-07 09:36:11,308.7,161,"5.27125950","8.00140917",00:05:07
"154",2021-01-07 09:36:13,308.5,162,"5.27126217","8.00141167",00:05:09
"155",2021-01-07 09:36:15,308.7,169,"5.27126200","8.00141383",00:05:11
"156",2021-01-07 09:36:17,308.6,167,"5.27126683","8.00141633",00:05:13
"157",2021-01-07 09:36:19,308.7,171,"5.27126733","8.00141867",00:05:14
"158",2021-01-07 09:36:21,308.8,171,"5.27128833","8.00141867",00:05:18
"159",2021-01-07 09:36:23,308.7,174,"5.27129317","8.00142033",00:05:20
"160",2021-01-07 09:36:25,308.8,180,"5.27129950","8.00141917",00:05:22
"161",2021-01-07 09:36:27,308.9,182,"5.27130200","8.00141783",00:05:24
"162",2021-01-07 09:36:29,309,182,"5.27131067","8.00141367",00:05:26
"163",2021-01-07 09:36:31,309.2,180,"5.27131983","8.00140933",00:05:27
"164",2021-01-07 09:36:33,309.2,180,"5.27132283","8.00140617",00:05:29
"165",2021-01-07 09:36:35,309.1,181,"5.27132467","8.00140167",00:05:31
"166",2021-01-07 09:36:37,309.1,180,"5.27131867","8.00139967",00:05:33
"167",2021-01-07 09:36:39,309.2,178,"5.27131767","8.00139883",00:05:35
"168",2021-01-07 09:36:41,309.3,179,"5.27131900","8.00139800",00:05:37
"169",2021-01-07 09:36:43,309.3,180,"5.27131333","8.00139850",00:05:38
"170",2021-01-07 09:36:45,309.3,181,"5.27130900","8.00140017",00:05:40
"171",2021-01-07 09:36:47,308.9,182,"5.27129333","8.00140450",00:05:44
"172",2021-01-07 09:36:49,308.5,180,"5.27128617","8.00140733",00:05:46
"173",2021-01-07 09:36:51,308.2,177,"5.27127217","8.00141083",00:05:48
"174",2021-01-07 09:36:53,307.8,180,"5.27126867","8.00141333",00:05:50
"175",2021-01-07 09:36:55,307.7,178,"5.27126767","8.00141233",00:05:51
"176",2021-01-07 09:36:57,307.3,179,"5.27126267","8.00141117",00:05:53
"177",2021-01-07 09:36:59,307.1,180,"5.27126000","8.00140950",00:05:55
"178",2021-01-07 09:37:01,306.9,181,"5.27125917","8.00140750",00:05:57
"179",2021-01-07 09:37:03,306.5,183,"5.27125633","8.00140683",00:05:59
"180",2021-01-07 09:37:05,306.2,180,"5.27126500","8.00140583",00:06:01
"181",2021-01-07 09:37:07,306.2,178,"5.27126733","8.00140633",00:06:03
"182",2021-01-07 09:37:09,305.9,178,"5.27126883","8.00140617",00:06:04
"183",2021-01-07 09:37:11,305.6,184,"5.27127567","8.00140483",00:06:06
"184",2021-01-07 09:37:13,305.2,186,"5.27128150","8.00140567",00:06:10
"185",2021-01-07 09:37:15,304.9,184,"5.27128250","8.00140600",00:06:12
"186",2021-01-07 09:37:17,304.6,181,"5.27128150","8.00140667",00:06:14
"187",2021-01-07 09:37:19,304.3,179,"5.27128000","8.00140650",00:06:16
"188",2021-01-07 09:37:21,304.2,182,"5.27128300","8.00140817",00:06:17
"189",2021-01-07 09:37:23,304,182,"5.27128300","8.00140833",00:06:19
"190",2021-01-07 09:37:25,303.7,183,"5.27128883","8.00141083",00:06:21
"191",2021-01-07 09:37:27,303.5,181,"5.27128417","8.00141200",00:06:23
"192",2021-01-07 09:37:29,303.3,181,"5.27128500","8.00141300",00:06:25
"193",2021-01-07 09:37:31,303,181,"5.27129250","8.00141283",00:06:27
"194",2021-01-07 09:37:33,302.8,179,"5.27129500","8.00141017",00:06:29
"195",2021-01-07 09:37:35,302.6,178,"5.27129617","8.00140817",00:06:30
"196",2021-01-07 09:37:37,302.4,178,"5.27129200","8.00140850",00:06:32
"197",2021-01-07 09:37:39,302.2,177,"5.27130167","8.00140950",00:06:36
"198",2021-01-07 09:37:41,302.1,176,"5.27131050","8.00141050",00:06:38
"199",2021-01-07 09:37:43,302,178,"5.27131533","8.00141233",00:06:40
"200",2021-01-07 09:37:45,301.7,179,"5.27131233","8.00141333",00:06:42
"201",2021-01-07 09:37:47,301.5,180,"5.27131033","8.00141383",00:06:43
"202",2021-01-07 09:37:49,301.4,175,"5.27130967","8.00141167",00:06:45
"203",2021-01-07 09:37:51,301.3,180,"5.27130567","8.00141217",00:06:47
"204",2021-01-07 09:37:53,301.1,177,"5.27130283","8.00141483",00:06:49
"205",2021-01-07 09:37:55,301,175,"5.27130567","8.00141417",00:06:51
"206",2021-01-07 09:37:57,300.9,175,"5.27130300","8.00141450",00:06:53
"207",2021-01-07 09:37:59,300.7,173,"5.27129350","8.00141817",00:06:54
"208",2021-01-07 09:38:01,300.6,174,"5.27128383","8.00142150",00:06:56
"209",2021-01-07 09:38:03,300.4,177,"5.27126583","8.00141900",00:07:00
"210",2021-01-07 09:38:05,300.3,177,"5.27126083","8.00141850",00:07:02
"211",2021-01-07 09:38:07,300.1,175,"5.27125167","8.00141917",00:07:04
"212",2021-01-07 09:38:09,300.1,180,"5.27123517","8.00141933",00:07:06
"213",2021-01-07 09:38:11,299.9,178,"5.27123267","8.00141817",00:07:07
"214",2021-01-07 09:38:13,299.7,178,"5.27123233","8.00141833",00:07:09
"215",2021-01-07 09:38:15,299.7,176,"5.27123200","8.00141800",00:07:11
"216",2021-01-07 09:38:17,299.4,175,"5.27122750","8.00141833",00:07:13
"217",2021-01-07 09:38:19,299.4,177,"5.27122883","8.00141850",00:07:15
"218",2021-01-07 09:38:21,299.3,173,"5.27123367","8.00141750",00:07:17
"219",2021-01-07 09:38:23,299.3,176,"5.27123800","8.00141683",00:07:19
"220",2021-01-07 09:38:25,299.4,176,"5.27124633","8.00141667",00:07:20
"221",2021-01-07 09:38:27,299.3,172,"5.27124783","8.00141850",00:07:22
"222",2021-01-07 09:38:29,299.1,167,"5.27125050","8.00141733",00:07:26
"223",2021-01-07 09:38:31,298.9,170,"5.27125217","8.00141433",00:07:28
"224",2021-01-07 09:38:33,298.7,174,"5.27125833","8.00141033",00:07:30
"225",2021-01-07 09:38:35,298.3,177,"5.27127100","8.00140750",00:07:32
"226",2021-01-07 09:38:37,298,176,"5.27127583","8.00141000",00:07:33
"227",2021-01-07 09:38:39,297.8,180,"5.27127733","8.00140883",00:07:35
"228",2021-01-07 09:38:41,297.6,184,"5.27128217","8.00141233",00:07:37
"229",2021-01-07 09:38:43,297.4,186,"5.27128650","8.00141283",00:07:39
"230",2021-01-07 09:38:45,297.1,185,"5.27129600","8.00141567",00:07:41
"231",2021-01-07 09:38:47,296.8,189,"5.27130700","8.00141883",00:07:43
"232",2021-01-07 09:38:49,296.5,191,"5.27131650","8.00142083",00:07:45
"233",2021-01-07 09:38:51,296.3,190,"5.27131500","8.00142267",00:07:46
"234",2021-01-07 09:38:53,296.2,186,"5.27131617","8.00142500",00:07:48
"235",2021-01-07 09:38:55,296,189,"5.27132083","8.00142200",00:07:52
"236",2021-01-07 09:38:57,295.9,190,"5.27133183","8.00141900",00:07:54
"237",2021-01-07 09:38:59,295.9,188,"5.27133300","8.00141983",00:07:56
"238",2021-01-07 09:39:01,295.7,186,"5.27133267","8.00142317",00:07:58
"239",2021-01-07 09:39:03,295.2,184,"5.27133183","8.00142167",00:07:59
"240",2021-01-07 09:39:05,295.2,185,"5.27132417","8.00142417",00:08:01
"241",2021-01-07 09:39:07,295,185,"5.27132200","8.00142867",00:08:03
"242",2021-01-07 09:39:09,294.9,187,"5.27132633","8.00142767",00:08:05
"243",2021-01-07 09:39:11,294.5,187,"5.27131883","8.00143100",00:08:07
"244",2021-01-07 09:39:13,294.3,187,"5.27131350","8.00143133",00:08:09
"245",2021-01-07 09:39:15,294,189,"5.27131433","8.00143233",00:08:11
"246",2021-01-07 09:39:17,293.9,189,"5.27131467","8.00143150",00:08:12
"247",2021-01-07 09:39:19,293.6,187,"5.27131417","8.00143200",00:08:16
"248",2021-01-07 09:39:21,293.3,187,"5.27130933","8.00143017",00:08:18
"249",2021-01-07 09:39:23,293.1,186,"5.27130750","8.00143267",00:08:20
"250",2021-01-07 09:39:25,292.9,183,"5.27129983","8.00143217",00:08:22
"251",2021-01-07 09:39:27,292.4,181,"5.27129200","8.00143517",00:08:23
"252",2021-01-07 09:39:29,292,180,"5.27129867","8.00143467",00:08:25
"253",2021-01-07 09:39:31,291.7,187,"5.27130367","8.00143867",00:08:27
"254",2021-01-07 09:39:33,291.6,186,"5.27131117","8.00144150",00:08:29
"255",2021-01-07 09:39:35,291.6,185,"5.27131950","8.00143950",00:08:31
"256",2021-01-07 09:39:37,291.4,184,"5.27132400","8.00143717",00:08:33
"257",2021-01-07 09:39:39,291.3,188,"5.27133767","8.00143333",00:08:35
"258",2021-01-07 09:39:41,291,182,"5.27134783","8.00143600",00:08:36
"259",2021-01-07 09:39:43,290.9,186,"5.27135950","8.00143650",00:08:38
"260",2021-01-07 09:39:45,290.5,187,"5.27137883","8.00143683",00:08:42
"261",2021-01-07 09:39:47,290.4,188,"5.27138817","8.00143267",00:08:44
"262",2021-01-07 09:39:49,290,189,"5.27139567","8.00142700",00:08:46
"263",2021-01-07 09:39:51,290,187,"5.27140100","8.00142667",00:08:48
"264",2021-01-07 09:39:53,289.9,189,"5.27139867","8.00142567",00:08:49
"265",2021-01-07 09:39:55,289.7,191,"5.27140467","8.00142217",00:08:51
"266",2021-01-07 09:39:57,289.4,191,"5.27141300","8.00142450",00:08:53
"267",2021-01-07 09:39:59,289.3,190,"5.27141617","8.00142217",00:08:55
"268",2021-01-07 09:40:01,289.2,190,"5.27142617","8.00142267",00:08:57
"269",2021-01-07 09:40:03,289.1,190,"5.27143433","8.00141767",00:08:59
"270",2021-01-07 09:40:05,288.7,192,"5.27143400","8.00141433",00:09:01
"271",2021-01-07 09:40:07,288.7,196,"5.27143283","8.00141167",00:09:02
"272",2021-01-07 09:40:09,288.6,195,"5.27142700","8.00141100",00:09:04
"273",2021-01-07 09:40:11,288.4,194,"5.27142717","8.00140750",00:09:08
"274",2021-01-07 09:40:13,288.3,197,"5.27142650","8.00140667",00:09:10
"275",2021-01-07 09:40:15,288.1,200,"5.27142067","8.00140683",00:09:12
"276",2021-01-07 09:40:17,287.9,202,"5.27141650","8.00140417",00:09:14
"277",2021-01-07 09:40:19,287.8,202,"5.27141317","8.00140483",00:09:15
"278",2021-01-07 09:40:21,287.5,206,"5.27141000","8.00140750",00:09:17
"279",2021-01-07 09:40:23,287.4,205,"5.27141367","8.00140517",00:09:19
"280",2021-01-07 09:40:25,287.2,206,"5.27142033","8.00140300",00:09:21
"281",2021-01-07 09:40:27,287.1,207,"5.27141917","8.00140400",00:09:23
"282",2021-01-07 09:40:29,287.2,208,"5.27141917","8.00140400",00:09:23
"283",2021-01-07 09:40:31,287.2,207,"5.27141583","8.00139967",00:09:27
"284",2021-01-07 09:40:33,287,206,"5.27140183","8.00138433",00:09:30
"285",2021-01-07 09:40:35,286.8,203,"5.27139050","8.00138167",00:09:32
"286",2021-01-07 09:40:37,286.6,201,"5.27138717","8.00138300",00:09:34
"287",2021-01-07 09:40:39,286.3,197,"5.27137900","8.00138583",00:09:36
"288",2021-01-07 09:40:41,286.3,192,"5.27137683","8.00138850",00:09:37
"289",2021-01-07 09:40:43,286.3,193,"5.27137167","8.00138883",00:09:39
"290",2021-01-07 09:40:45,286.1,191,"5.27136617","8.00139200",00:09:41
"291",2021-01-07 09:40:47,285.9,192,"5.27136883","8.00139300",00:09:43
"292",2021-01-07 09:40:49,285.7,193,"5.27137183","8.00139517",00:09:45
"293",2021-01-07 09:40:51,285.6,195,"5.27137683","8.00139417",00:09:47
"294",2021-01-07 09:40:53,285.6,199,"5.27137733","8.00139433",00:09:49
"295",2021-01-07 09:40:55,285.5,199,"5.27138017","8.00139383",00:09:50
"296",2021-01-07 09:40:57,285.4,199,"5.27138983","8.00139383",00:09:54
"297",2021-01-07 09:40:59,285.3,198,"5.27138917","8.00139150",00:09:56
"298",2021-01-07 09:41:01,285.1,197,"5.27138433","8.00138700",00:09:58
"299",2021-01-07 09:41:03,285,194,"5.27137767","8.00138233",NA
"300",2021-01-07 09:41:05,285,192,"5.27137783","8.00138033",00:10:01
"301",2021-01-07 09:41:07,285,195,"5.27137400","8.00138083",00:10:03
"302",2021-01-07 09:41:09,285,193,"5.27137367","8.00138100",00:10:05
"303",2021-01-07 09:41:11,284.8,196,"5.27137683","8.00138333",00:10:07
"304",2021-01-07 09:41:13,284.9,200,"5.27138033","8.00138417",00:10:09
"305",2021-01-07 09:41:15,285.3,200,"5.27137767","8.00138383",00:10:11
"306",2021-01-07 09:41:17,285.6,203,"5.27138350","8.00138217",00:10:13
"307",2021-01-07 09:41:19,285.7,203,"5.27138667","8.00137967",00:10:14
"308",2021-01-07 09:41:21,285.9,204,"5.27138650","8.00137600",00:10:16
"309",2021-01-07 09:41:23,286,202,"5.27138783","8.00136683",00:10:20
"310",2021-01-07 09:41:25,286,202,"5.27139217","8.00136550",00:10:22
"311",2021-01-07 09:41:27,286.1,204,"5.27139917","8.00136500",00:10:24
"312",2021-01-07 09:41:29,286.3,202,"5.27139750","8.00136750",00:10:26
"313",2021-01-07 09:41:31,286.2,201,"5.27138933","8.00136283",00:10:27
"314",2021-01-07 09:41:33,286.3,201,"5.27139267","8.00135783",00:10:29
"315",2021-01-07 09:41:35,286.3,203,"5.27139700","8.00135933",00:10:31
"316",2021-01-07 09:41:37,286.3,202,"5.27140400","8.00136333",00:10:33
"317",2021-01-07 09:41:39,286.3,200,"5.27141583","8.00136450",00:10:35
"318",2021-01-07 09:41:41,286.3,201,"5.27141567","8.00136333",00:10:37
"319",2021-01-07 09:41:43,286.3,201,"5.27140950","8.00136333",00:10:39
"320",2021-01-07 09:41:45,285.9,200,"5.27140717","8.00136433",00:10:40
"321",2021-01-07 09:41:47,285.7,197,"5.27139717","8.00136083",00:10:44
"322",2021-01-07 09:41:49,285.5,193,"5.27139500","8.00135933",00:10:46
"323",2021-01-07 09:41:51,285.3,193,"5.27138550","8.00135800",00:10:48
"324",2021-01-07 09:41:53,285.3,194,"5.27138300","8.00136267",00:10:50
"325",2021-01-07 09:41:55,285.1,197,"5.27137833","8.00136600",00:10:52
"326",2021-01-07 09:41:57,284.8,197,"5.27137283","8.00136717",00:10:53
"327",2021-01-07 09:41:59,284.6,198,"5.27136950","8.00137017",00:10:55
"328",2021-01-07 09:42:01,284.5,194,"5.27136450","8.00137633",00:10:57
"329",2021-01-07 09:42:03,284.4,195,"5.27135783","8.00138167",00:10:59
"330",2021-01-07 09:42:05,284.2,192,"5.27135583","8.00138583",00:11:01
"331",2021-01-07 09:42:07,283.9,186,"5.27136817","8.00138450",00:11:03
"332",2021-01-07 09:42:09,283.9,180,"5.27137917","8.00138317",00:11:04
"333",2021-01-07 09:42:11,283.4,176,"5.27139300","8.00138267",00:11:06
"334",2021-01-07 09:42:13,283.2,177,"5.27140850","8.00138783",00:11:10
"335",2021-01-07 09:42:15,282.7,179,"5.27141533","8.00138933",00:11:12
"336",2021-01-07 09:42:17,282.4,184,"5.27141333","8.00138833",00:11:14
"337",2021-01-07 09:42:19,282.2,184,"5.27141833","8.00138733",00:11:16
"338",2021-01-07 09:42:21,282.1,189,"5.27142067","8.00138883",00:11:17
"339",2021-01-07 09:42:23,281.7,189,"5.27142067","8.00138900",00:11:19
