X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed,distance_3d,distance_travelled,bin
513012.4145479385,7541885.068866713,NA,2.9349035928362532,1.6508832709703924,2021-01-08T08:49:57Z,NA,NA,NA,NA,NA,15.311152750000002,67.990918165,622.35,92,15.311145251648224,67.9909231661822,0.20338782961107807,17.24322071700872,"[0,100]"
513012.5378132467,7541885.134212488,NA,3.037880188950273,1.7088076062845283,2021-01-08T08:49:58Z,00:01:36,15.31115433,67.99092083,622.2,93,15.31115433,67.99092083,622.2,93,15.311148206909218,67.9909237467153,0.20485215781814453,17.448072874826867,"[0,100]"
513012.66137198755,7541885.203233495,NA,3.140856785064293,1.7667319415986649,2021-01-08T08:49:59Z,NA,NA,NA,NA,NA,15.31115772,67.99092038666666,622.2,94,15.31115116962908,67.990924360199,0.14152972072736336,17.58960259555423,"[0,100]"
513012.785035672,7541885.275829085,NA,3.243833381178313,1.824656276912801,2021-01-08T08:50:00Z,NA,NA,NA,NA,NA,15.31116111,67.99091994333334,622.2,95,15.311154135288747,67.99092500573904,0.1433974424450544,17.733000037999286,"[0,100]"
513012.9086158109,7541885.351898588,NA,3.3468099772923328,1.882580612226937,2021-01-08T08:50:01Z,00:01:38,15.3111645,67.9909195,622.2,96,15.3111645,67.9909195,622.2,96,15.31115709936916,67.99092568244106,0.14511588488126093,17.878115922880546,"[0,100]"
513013.03192391567,7541885.43134135,NA,3.4497865734063526,1.9405049475410736,2021-01-08T08:50:02Z,00:01:40,15.311167,67.99091767,622.4,97,15.311167,67.99091767,622.4,97,15.311160057351254,67.99092638941072,0.24802427523632592,18.12614019811687,"[0,100]"
513013.1547714968,7541885.5140567,NA,3.5527631695203725,1.9984292828552097,2021-01-08T08:50:03Z,NA,NA,NA,NA,NA,15.3111705,67.990920335,622.3499999999999,98,15.311163004715958,67.99092712575367,0.1563117313497161,18.28245192946659,"[0,100]"
513013.2769700658,7541885.59994398,NA,3.655739765634392,2.0563536181693456,2021-01-08T08:50:04Z,00:01:42,15.311174,67.990923,622.3,99,15.311174,67.990923,622.3,99,15.311165936944215,67.99092789057555,0.15750909500429447,18.43996102447088,"[0,100]"
513013.3983311333,7541885.68890253,[100.193646],3.758716361748412,2.114277953483482,2021-01-08T08:50:05Z,NA,NA,NA,NA,NA,15.311176,67.990924,622.2,100,15.311168849516951,67.99092868298206,0.18067133798931603,18.6206323624602,"[0,100]"
513013.51868876343,7541885.780815089,NA,3.713668604064845,2.0889385897864754,2021-01-08T08:50:06Z,00:01:44,15.311178,67.990925,622.1,101,15.311178,67.990925,622.1,101,15.311171738452366,67.99092950192893,0.18147693428193884,18.802109296742135,"[0,100]"
513013.63796723005,7541885.875497997,NA,3.668620846381278,2.063599226089469,2021-01-08T08:50:07Z,NA,NA,NA,NA,NA,15.311183085,67.99092808500001,621.95,102,15.311174601917669,67.9909303457723,0.2137573521706858,19.015866648912823,"[0,100]"
513013.75611335953,7541885.972750989,NA,3.623573088697711,2.0382598623924624,2021-01-08T08:50:08Z,00:01:46,15.31118817,67.99093117,621.8,103,15.31118817,67.99093117,621.8,103,15.311177438617316,67.9909312127184,0.21428171261143095,19.230148361524257,"[0,100]"
